,Taxonomy,Collection_Date,Cumulative_Count_x,Count_x,Cumulative_Count_y,Count_y
49296,Capybara microvirus Cap3_SP_316,2016.0,7.0,7.0,1,1
49297,Capybara microvirus Cap3_SP_319,2016.0,4.0,4.0,1,1
49298,Anopheles flavivirus,2016.0,6.0,1.0,6,1
49299,Shigella phage Sf25,2016.0,272.0,272.0,1,1
49300,Shigella phage Sf20,2016.0,270.0,270.0,1,1
49301,Capybara microvirus Cap3_SP_320,2016.0,9.0,9.0,1,1
49302,Capybara microvirus Cap3_SP_293,2016.0,8.0,8.0,1,1
49303,Shigella virus Sf13,2016.0,264.0,264.0,2,2
49304,Escherichia phage vB_EcoM_G2469,2016.0,271.0,271.0,1,1
49305,Pegivirus J,2016.0,28.0,3.0,17,3
49306,Ouratea duparquetiana associated gemykibivirus,2016.0,4.0,4.0,1,1
49307,Escherichia phage vB_EcoM_WFbE185,2016.0,277.0,277.0,1,1
49308,Ourmia-like virus sp.,2016.0,2.0,2.0,2,2
49309,Escherichia phage vB_EcoP_KAW1A4500,2016.0,58.0,58.0,1,1
49310,Sweet potato symptomless virus 1,2016.0,73.0,5.0,20,1
49311,Ourmiavirus,2016.0,24.0,16.0,25,16
49312,Anser anser polyomavirus 1,2016.0,236.0,18.0,66,3
49313,Escherichia phage vB_EcoP_SU7,2016.0,118.0,118.0,1,1
49314,Balambala tick virus,2016.0,3.0,3.0,3,3
49315,Baker virus,2016.0,1.0,1.0,1,1
49316,Escherichia phage vB_EcoS Sa179lw,2016.0,172.0,172.0,2,2
49317,Human alphaherpesvirus 3,2016.0,16669.0,5.0,605,5
49318,Ousland virus,2016.0,2.0,2.0,1,1
49319,Ovaliviridae,2016.0,126.0,50.0,3,1
49320,Pegivirus A,2016.0,404.0,1.0,575,63
49321,Hop stunt viroid,2016.0,0.0,0.0,223,74
49322,Tomato mottle mosaic virus,2016.0,57.0,9.0,19,3
49323,Capybara microvirus Cap3_SP_332,2016.0,7.0,7.0,1,1
49324,Flavobacterium phage vB_FspP_elemoF_6-3D,2016.0,176.0,176.0,2,2
49325,Tomato mottle leaf curl virus,2016.0,167.0,5.0,34,1
49326,Tomato ringspot virus,2016.0,0.0,0.0,97,8
49327,Shelly headland virus,2016.0,12.0,12.0,11,11
49328,Baird Spence virus,2016.0,2.0,2.0,1,1
49329,Botourmiaviridae,2016.0,58.0,18.0,59,18
49330,Escherichia phage vB_EcoM_G2494,2016.0,277.0,277.0,1,1
49331,Escherichia phage vB_EcoM_G2540,2016.0,273.0,273.0,1,1
49332,Escherichia phage vB_EcoM_G2540-3,2016.0,276.0,276.0,1,1
49333,Pegivirus H,2016.0,53.0,6.0,50,6
49334,Escherichia phage vB_EcoM_G29,2016.0,276.0,276.0,1,1
49335,Escherichia phage vB_EcoM_G37-3,2016.0,279.0,279.0,1,1
49336,Escherichia phage vB_EcoM_G4500,2016.0,279.0,279.0,1,1
49337,Escherichia phage vB_EcoM_G5211,2016.0,270.0,270.0,1,1
49338,Escherichia phage vB_EcoM_G53,2016.0,271.0,271.0,1,1
49339,Pegivirus C,2016.0,0.0,0.0,981,83
49340,Anphevirus,2016.0,103.0,11.0,28,3
49341,Escherichia phage vB_EcoM_KAW3E185,2016.0,271.0,271.0,1,1
49342,Sheeppox virus,2016.0,1143.0,53.0,411,64
49343,Pegivirus E,2016.0,86.0,20.0,86,20
49344,Wilnyevirus,2016.0,434.0,434.0,2,2
49345,Human astrovirus,2016.0,1388.0,124.0,1124,101
49346,Tomato severe rugose virus,2016.0,761.0,56.0,207,13
49347,Zymoseptoria comovirus A,2016.0,2.0,2.0,2,2
49348,Pegivirus D,2016.0,30.0,6.0,21,6
49349,Zygocactus virus X,2016.0,25.0,1.0,6,1
49350,Escherichia phage vB_EcoM_HdK5,2016.0,225.0,225.0,1,1
49351,Capybara microvirus Cap1_SP_22,2016.0,5.0,5.0,1,1
49352,Shigella virus Sf14,2016.0,262.0,262.0,2,2
49353,Caudovirales sp. ctEpl1,2016.0,43.0,43.0,1,1
49354,Bos taurus papillomavirus 38,2016.0,7.0,7.0,1,1
49355,Penicillium italicum chrysovirus,2016.0,4.0,4.0,4,4
49356,Capybara microvirus Cap1_SP_230,2016.0,4.0,4.0,1,1
49357,Bos taurus papillomavirus 39,2016.0,15.0,15.0,3,3
49358,Capybara microvirus Cap1_SP_240,2016.0,6.0,6.0,1,1
49359,Capybara microvirus Cap1_SP_244,2016.0,5.0,5.0,1,1
49360,Shrew herpesvirus,2016.0,19.0,11.0,19,11
49361,Annperkins narna-like virus,2016.0,1.0,1.0,1,1
49362,Penicillium digitatum polymycovirus 1,2016.0,8.0,8.0,8,8
49363,Bos taurus papillomavirus 37,2016.0,6.0,6.0,1,1
49364,Capybara microvirus Cap1_SP_259,2016.0,5.0,5.0,1,1
49365,Watermelon bud necrosis orthotospovirus,2016.0,64.0,7.0,49,5
49366,Tomato yellow leaf curl Shuangbai virus,2016.0,33.0,14.0,5,2
49367,Ostreid herpesvirus 1,2016.0,1370.0,193.0,621,22
49368,Bos taurus papillomavirus 40,2016.0,7.0,7.0,1,1
49369,Bos taurus papillomavirus 41,2016.0,7.0,7.0,1,1
49370,Penicillium aurantiogriseum partiti-like virus 1,2016.0,1.0,1.0,1,1
49371,Rubus yellow net virus,2016.0,47.0,10.0,25,10
49372,Capybara microvirus Cap1_SP_263,2016.0,4.0,4.0,1,1
49373,Ostrekin virus,2016.0,1.0,1.0,1,1
49374,Penicillium digitatum narna-like virus 1,2016.0,2.0,2.0,2,2
49375,Bos taurus papillomavirus 42,2016.0,6.0,6.0,1,1
49376,Annadreamyvirus,2016.0,938.0,938.0,4,4
49377,Bos taurus papillomavirus 36,2016.0,6.0,6.0,1,1
49378,Hollyhock yellow vein virus,2016.0,12.0,12.0,2,2
49379,Botrytis virus F,2016.0,21.0,2.0,13,1
49380,Arenaviridae,2016.0,4406.0,658.0,2995,422
49381,Penoulivirus,2016.0,3.0,1.0,3,1
49382,Sweet potato leaf curl virus,2016.0,946.0,20.0,223,6
49383,Pennypacker partiti-like virus,2016.0,2.0,2.0,2,2
49384,Human betaherpesvirus 6B,2016.0,1681.0,61.0,178,61
49385,Bos taurus papillomavirus 32,2016.0,7.0,7.0,1,1
49386,Bos taurus papillomavirus 33,2016.0,5.0,5.0,1,1
49387,Capybara microvirus Cap1_SP_228,2016.0,6.0,6.0,1,1
49388,Tomato yellow leaf curl Thailand virus,2016.0,268.0,6.0,65,1
49389,Bos taurus papillomavirus 34,2016.0,7.0,7.0,1,1
49390,Shuni orthobunyavirus,2016.0,94.0,25.0,89,21
49391,Escherichia phage RDN37,2016.0,1.0,1.0,1,1
49392,Penicillium stoloniferum virus F,2016.0,2.0,2.0,2,2
49393,Capybara microvirus Cap1_SP_222,2016.0,6.0,6.0,1,1
49394,Escherichia phage RDN8,2016.0,1.0,1.0,1,1
49395,Capybara microvirus Cap1_SP_223,2016.0,5.0,5.0,1,1
49396,Escherichia phage RDN8.1,2016.0,49.0,49.0,1,1
49397,Bos taurus papillomavirus 35,2016.0,7.0,7.0,1,1
49398,Pennisetum alopecuroides mosaic potyvirus,2016.0,1.0,1.0,1,1
49399,Shigella virus Sf17,2016.0,276.0,276.0,2,2
49400,Bos taurus papillomavirus 43,2016.0,7.0,7.0,2,2
49401,Capybara microvirus Cap1_SP_45,2016.0,5.0,5.0,1,1
49402,Capybara microvirus Cap1_SP_66,2016.0,6.0,6.0,1,1
49403,Capybara microvirus Cap1_SP_70,2016.0,4.0,4.0,1,1
49404,Human betaherpesvirus 5,2016.0,48879.0,2559.0,3081,109
49405,Caudovirales sp. ctNZz8,2016.0,94.0,94.0,1,1
49406,Capybara microvirus Cap1_SP_76,2016.0,6.0,6.0,1,1
49407,Capybara microvirus Cap1_SP_77,2016.0,5.0,5.0,1,1
49408,Capybara microvirus Cap1_SP_81,2016.0,6.0,6.0,1,1
49409,Capybara microvirus Cap1_SP_82,2016.0,5.0,5.0,1,1
49410,Capybara microvirus Cap1_SP_83,2016.0,6.0,6.0,1,1
49411,Caudovirales sp. ctSH72,2016.0,56.0,56.0,1,1
49412,Penaeus monodon endogenous nimavirus,2016.0,57.0,57.0,3,3
49413,Capybara microvirus Cap1_SP_84,2016.0,5.0,5.0,1,1
49414,Capybara microvirus Cap1_SP_87,2016.0,4.0,4.0,1,1
49415,Shigella virus Sfin-3,2016.0,168.0,168.0,2,2
49416,Shigella virus Sf24,2016.0,542.0,542.0,2,2
49417,Shigella virus Sf23,2016.0,542.0,542.0,2,2
49418,Capybara microvirus Cap1_SP_90,2016.0,4.0,4.0,1,1
49419,Shigella virus Sf22,2016.0,534.0,534.0,2,2
49420,Penaeid shrimp infectious myonecrosis virus,2016.0,20.0,1.0,13,1
49421,Shigella virus Sf21,2016.0,532.0,532.0,2,2
49422,Tomato yellow leaf curl Kanchanaburi virus,2016.0,207.0,1.0,59,1
49423,Human betaherpesvirus 6,2016.0,2496.0,4.0,26,4
49424,Capybara microvirus Cap1_SP_64,2016.0,6.0,6.0,1,1
49425,Anolis sagrei adenovirus 8,2016.0,1.0,1.0,1,1
49426,Roseolovirus,2016.0,6053.0,87.0,302,89
49427,Shrew astrovirus,2016.0,3.0,2.0,3,2
49428,Capybara microvirus Cap1_SP_48,2016.0,5.0,5.0,1,1
49429,Anolis sagrei adenovirus 1,2016.0,1.0,1.0,1,1
49430,Anolis sagrei adenovirus 2,2016.0,1.0,1.0,1,1
49431,Anolis sagrei adenovirus 3,2016.0,1.0,1.0,1,1
49432,Anolis sagrei adenovirus 4,2016.0,1.0,1.0,1,1
49433,Shrew adenovirus,2016.0,2.0,1.0,2,1
49434,Capybara microvirus Cap1_SP_50,2016.0,6.0,6.0,1,1
49435,Capybara microvirus Cap1_SP_61,2016.0,7.0,7.0,1,1
49436,Tomato yellow leaf curl Sardinia virus,2016.0,154.0,11.0,70,5
49437,Anolis sagrei adenovirus 6,2016.0,1.0,1.0,1,1
49438,Capybara microvirus Cap1_SP_51,2016.0,5.0,5.0,1,1
49439,Capybara microvirus Cap1_SP_52,2016.0,5.0,5.0,1,1
49440,Capybara microvirus Cap1_SP_55,2016.0,5.0,5.0,1,1
49441,Capybara microvirus Cap1_SP_59,2016.0,4.0,4.0,1,1
49442,Anolis sagrei adenovirus 7,2016.0,1.0,1.0,1,1
49443,Penguin circovirus,2016.0,10.0,4.0,5,2
49444,Shirase virus,2016.0,3.0,3.0,3,3
49445,Capybara microvirus Cap1_SP_60,2016.0,5.0,5.0,1,1
49446,Anolis sagrei adenovirus 5,2016.0,1.0,1.0,1,1
49447,Botybirnavirus,2016.0,24.0,6.0,24,6
49448,Microviridae sp. ctfUi1,2016.0,8.0,8.0,1,1
49449,Perch perhabdovirus,2016.0,62.0,16.0,42,12
49450,Tortoise microvirus 72,2016.0,6.0,6.0,1,1
49451,Tortoise microvirus 71,2016.0,7.0,7.0,1,1
49452,Tortoise microvirus 70,2016.0,5.0,5.0,1,1
49453,Tortoise microvirus 7,2016.0,7.0,7.0,1,1
49454,Tortoise microvirus 69,2016.0,4.0,4.0,1,1
49455,French Guiana picornavirus,2016.0,1.0,1.0,1,1
49456,French Guiana hepevirus,2016.0,3.0,3.0,1,1
49457,Tortoise microvirus 68,2016.0,5.0,5.0,1,1
49458,Bovine astrovirus,2016.0,346.0,63.0,268,45
49459,Tortoise microvirus 73,2016.0,8.0,8.0,1,1
49460,Alteromonadaceae phage B23,2016.0,50.0,50.0,1,1
49461,Freesia sneak ophiovirus,2016.0,17.0,2.0,17,2
49462,Arthrobacter phage Lore,2016.0,26.0,26.0,1,1
49463,Alteromonas virus PT11-V22,2016.0,312.0,312.0,2,2
49464,Tortoise microvirus 67,2016.0,7.0,7.0,1,1
49465,Tortoise microvirus 66,2016.0,8.0,8.0,1,1
49466,Tortoise microvirus 65,2016.0,6.0,6.0,1,1
49467,Tortoise microvirus 64,2016.0,7.0,7.0,1,1
49468,Tortoise microvirus 63,2016.0,7.0,7.0,1,1
49469,Tortoise microvirus 62,2016.0,8.0,8.0,1,1
49470,Alteromonas phage JH01,2016.0,58.0,58.0,1,1
49471,Caprine respirovirus 3,2016.0,38.0,7.0,13,2
49472,Tortoise microvirus 74,2016.0,7.0,7.0,1,1
49473,Pestivirus D,2016.0,65.0,1.0,214,3
49474,Bovine atadenovirus D,2016.0,27.0,2.0,27,2
49475,Pestivirus H,2016.0,129.0,4.0,205,4
49476,Wenzhou Pipistrellus abramus orthohepevirus 1,2016.0,3.0,3.0,1,1
49477,Wenzhou Pipistrellus abramus hantavirus 1,2016.0,3.0,3.0,3,3
49478,Tortoise microvirus 82,2016.0,7.0,7.0,1,1
49479,Tortoise microvirus 81,2016.0,8.0,8.0,1,1
49480,Tortoise microvirus 80,2016.0,8.0,8.0,1,1
49481,Tortoise microvirus 8,2016.0,16.0,16.0,4,4
49482,Tortoise microvirus 79,2016.0,8.0,8.0,1,1
49483,French Guiana reovirus,2016.0,6.0,6.0,6,6
49484,Tortoise microvirus 78,2016.0,8.0,8.0,1,1
49485,Alternaria alternata deltaflexivirus 1,2016.0,4.0,4.0,1,1
49486,Alternaria alternata hypovirus 1,2016.0,1.0,1.0,1,1
49487,Badnavirus,2016.0,3167.0,379.0,2240,200
49488,Whispovirus,2016.0,8007.0,1246.0,593,15
49489,Tortoise microvirus 76,2016.0,7.0,7.0,1,1
49490,Tortoise microvirus 75,2016.0,7.0,7.0,1,1
49491,Alternaria alternata polymycovirus 1,2016.0,8.0,8.0,8,8
49492,Alternaria alternata victorivirus 1,2016.0,2.0,2.0,1,1
49493,Yam mosaic virus,2016.0,48.0,44.0,48,44
49494,Tortoise microvirus 77,2016.0,7.0,7.0,1,1
49495,Washington bat picornavirus 2,2016.0,1.0,1.0,1,1
49496,Tortoise microvirus 61,2016.0,9.0,9.0,1,1
49497,Arthrobacter phage Litotes,2016.0,124.0,124.0,2,2
49498,Tortoise microvirus 45,2016.0,8.0,8.0,1,1
49499,Tortoise microvirus 44,2016.0,8.0,8.0,1,1
49500,le Maire virus,2016.0,1.0,1.0,1,1
49501,la Roche virus,2016.0,1.0,1.0,1,1
49502,Amaranthus leaf mottle virus,2016.0,1.0,1.0,1,1
49503,Tortoise microvirus 43,2016.0,7.0,7.0,1,1
49504,Tortoise microvirus 42,2016.0,8.0,8.0,1,1
49505,Tortoise microvirus 41,2016.0,8.0,8.0,1,1
49506,Tortoise microvirus 40,2016.0,4.0,4.0,1,1
49507,Tortoise microvirus 46,2016.0,7.0,7.0,1,1
49508,Amazon milk frog associated circular DNA virus,2016.0,2.0,2.0,1,1
49509,Tortoise microvirus 39,2016.0,7.0,7.0,1,1
49510,Middelburg virus,2016.0,35.0,1.0,29,1
49511,Tortoise microvirus 38,2016.0,7.0,7.0,1,1
49512,Tortoise microvirus 37,2016.0,7.0,7.0,1,1
49513,Blueberry shock virus,2016.0,17.0,3.0,14,3
49514,Orthonairovirus,2016.0,3844.0,493.0,3935,493
49515,Pestivirus B,2016.0,390.0,9.0,513,14
49516,Rutsystermes virus,2016.0,1.0,1.0,1,1
49517,Human mastadenovirus A,2016.0,317.0,2.0,128,5
49518,Tortoise microvirus 4,2016.0,8.0,8.0,1,1
49519,Pestivirus C,2016.0,1411.0,78.0,1624,97
49520,Tortoise microvirus 47,2016.0,6.0,6.0,1,1
49521,Tortoise microvirus 49,2016.0,6.0,6.0,1,1
49522,Wenzhou Pipistrellus abramus betacoronavirus 1,2016.0,9.0,9.0,1,1
49523,Tortoise microvirus 60,2016.0,7.0,7.0,1,1
49524,Tortoise microvirus 6,2016.0,9.0,9.0,1,1
49525,Tortoise microvirus 59,2016.0,8.0,8.0,1,1
49526,Tortoise microvirus 58,2016.0,6.0,6.0,1,1
49527,Tortoise microvirus 57,2016.0,7.0,7.0,1,1
49528,Tortoise microvirus 56,2016.0,7.0,7.0,1,1
49529,Freesia mosaic virus,2016.0,4.0,1.0,4,1
49530,Amalgaviridae,2016.0,72.0,4.0,43,2
49531,Tortoise microvirus 48,2016.0,7.0,7.0,1,1
49532,Tortoise microvirus 55,2016.0,8.0,8.0,1,1
49533,Middle East respiratory syndrome-related coronavirus,2016.0,7225.0,829.0,1242,160
49534,Tortoise microvirus 53,2016.0,10.0,10.0,2,2
49535,Tortoise microvirus 52,2016.0,4.0,4.0,1,1
49536,Tortoise microvirus 51,2016.0,5.0,5.0,1,1
49537,Tortoise microvirus 50,2016.0,6.0,6.0,1,1
49538,Tortoise microvirus 5,2016.0,7.0,7.0,1,1
49539,White clover mosaic virus,2016.0,48.0,14.0,23,10
49540,Tomato black ring virus satellite RNA,2016.0,7.0,2.0,7,2
49541,Amalgavirus,2016.0,54.0,4.0,33,2
49542,Tortoise microvirus 54,2016.0,8.0,8.0,1,1
49543,Tortoise microvirus 36,2016.0,7.0,7.0,1,1
49544,Arthrobacter phage Nellie,2016.0,57.0,57.0,1,1
49545,Wenzhou Rattus norvegicus jeilongvirus 1,2016.0,9.0,9.0,1,1
49546,Wenzhou Suncus murinus alphacoronavirus 1,2016.0,7.0,7.0,1,1
49547,Blue fish point virus,2016.0,4.0,4.0,2,2
49548,Wenzhou Rattus tanezumi pegivirus 1,2016.0,1.0,1.0,1,1
49549,Wenzhou Rattus tanezumi orthohantavirus 1,2016.0,3.0,3.0,3,3
49550,Yado-kari virus 2,2016.0,1.0,1.0,1,1
49551,Yado-kari virus 3,2016.0,1.0,1.0,1,1
49552,Bat alphacoronavirus/UF-FWC/2016/3,2016.0,1.0,1.0,1,1
49553,Yado-kari virus 4,2016.0,4.0,2.0,2,1
49554,Bat alphacoronavirus,2016.0,102.0,28.0,87,18
49555,Bat associated cyclovirus,2016.0,2.0,2.0,1,1
49556,Schmallenberg orthobunyavirus,2016.0,426.0,15.0,326,15
49557,Phage sp. ctXnn1,2016.0,50.0,50.0,1,1
49558,Schoolhouse hartmanivirus,2016.0,6.0,6.0,4,4
49559,Blueberry latent virus,2016.0,19.0,2.0,14,1
49560,Orthomyxoviridae,2016.0,767072.0,102120.0,564648,72647
49561,Wenzhou Rattus tanezumi mammarenavirus 1,2016.0,4.0,4.0,2,2
49562,Schreiber's bent-winged bat adenovirus,2016.0,1.0,1.0,1,1
49563,Wenzhou Rattus norvegicus pegivirus 1,2016.0,1.0,1.0,1,1
49564,Tortoise microvirus 99,2016.0,8.0,8.0,1,1
49565,Rymovirus,2016.0,5.0,4.0,5,4
49566,Rodent paramyxovirus SM-JPG,2016.0,1.0,1.0,1,1
49567,Warwickvirus,2016.0,314.0,314.0,4,4
49568,Yada yada virus,2016.0,2.0,2.0,1,1
49569,Rodent paramyxovirus R3,2016.0,3.0,1.0,3,1
49570,Bovine fever ephemerovirus,2016.0,362.0,26.0,277,9
49571,Siphoviridae sp.,2016.0,645444.0,37354.0,12706,710
49572,Toscana phlebovirus,2016.0,271.0,6.0,231,6
49573,Phasi Charoen-like phasivirus,2016.0,33.0,21.0,33,21
49574,Arthrobacter phage Temper16,2016.0,60.0,60.0,1,1
49575,Xuan son mobatvirus,2016.0,35.0,3.0,35,3
49576,Arthrobacter phage TattModd,2016.0,61.0,61.0,1,1
49577,Synechococcus phage S-SCSM1,2016.0,292.0,292.0,1,1
49578,Phasey bean mild yellows virus,2016.0,66.0,18.0,11,3
49579,Phapecoctavirus,2016.0,2198.0,568.0,9,3
49580,Siphoviridae,2016.0,1064377.0,108896.0,18456,1473
49581,Arthrobacter phage Shrooms,2016.0,98.0,98.0,1,1
49582,Rodent paramyxovirus,2016.0,110.0,3.0,105,3
49583,Phaseolus vulgaris alphaendornavirus 1,2016.0,20.0,1.0,20,1
49584,Xysticus cristatus iflavirus,2016.0,1.0,1.0,1,1
49585,Friunavirus,2016.0,951.0,223.0,37,23
49586,Herelleviridae sp.,2016.0,2758.0,314.0,63,8
49587,Phaseolina single-stranded RNA virus,2016.0,1.0,1.0,1,1
49588,Human mastadenovirus C,2016.0,6066.0,377.0,2699,187
49589,Arthrobacter phage Savage2526,2016.0,61.0,61.0,1,1
49590,Phaseolus vulgaris alphaendornavirus 2,2016.0,13.0,1.0,13,1
49591,Tortoise microvirus 83,2016.0,9.0,9.0,1,1
49592,Tortoise microvirus 98,2016.0,7.0,7.0,1,1
49593,Tortoise microvirus 96,2016.0,5.0,5.0,1,1
49594,Yam chlorotic necrosis virus,2016.0,3.0,2.0,3,2
49595,Middle Point orbivirus,2016.0,270.0,20.0,270,20
49596,Tortoise microvirus 89,2016.0,5.0,5.0,1,1
49597,Sindbis virus,2016.0,682.0,11.0,327,6
49598,Rolda virus,2016.0,1.0,1.0,1,1
49599,Ronaldovirus,2016.0,582.0,582.0,4,4
49600,Rondani's wasp virus 1,2016.0,2.0,2.0,1,1
49601,Pestivirus K,2016.0,235.0,136.0,268,145
49602,Arthrobacter phage OurGirlNessie,2016.0,59.0,59.0,1,1
49603,Middlebrook narna-like virus,2016.0,1.0,1.0,1,1
49604,Arthrobacter phage OMalley,2016.0,60.0,60.0,1,1
49605,Tortoise microvirus 88,2016.0,5.0,5.0,1,1
49606,Tortoise microvirus 87,2016.0,4.0,4.0,1,1
49607,Tortoise microvirus 86,2016.0,5.0,5.0,1,1
49608,Tortoise microvirus 85,2016.0,5.0,5.0,1,1
49609,Tortoise microvirus 84,2016.0,8.0,8.0,1,1
49610,Tomato black ring virus,2016.0,82.0,11.0,85,11
49611,Washington bat picornavirus,2016.0,2.0,2.0,2,2
49612,Arthrobacter phage Niktson,2016.0,93.0,93.0,1,1
49613,Pestivirus I,2016.0,45.0,8.0,45,8
49614,Arthrobacter phage Nubia,2016.0,122.0,122.0,2,2
49615,Tortoise microvirus 97,2016.0,6.0,6.0,1,1
49616,Rogerhendrixvirus,2016.0,310.0,310.0,2,2
49617,Tortoise microvirus 9,2016.0,5.0,5.0,1,1
49618,Tortoise microvirus 95,2016.0,7.0,7.0,1,1
49619,Tortoise microvirus 94,2016.0,7.0,7.0,1,1
49620,Tortoise microvirus 93,2016.0,5.0,5.0,1,1
49621,Tortoise microvirus 92,2016.0,4.0,4.0,1,1
49622,Phage 5P_3,2016.0,57.0,57.0,1,1
49623,Phage 5P_2,2016.0,105.0,105.0,1,1
49624,Phage 5P_1,2016.0,56.0,56.0,1,1
49625,Tortoise microvirus 91,2016.0,4.0,4.0,1,1
49626,Tortoise microvirus 90,2016.0,4.0,4.0,1,1
49627,Human mastadenovirus B,2016.0,12279.0,917.0,2787,375
49628,Ryegrass mosaic virus,2016.0,2.0,1.0,2,1
49629,Wenzhou Rattus norvegicus orthohepevirus 1,2016.0,3.0,3.0,1,1
49630,Rodent protoparvovirus 1,2016.0,37.0,2.0,15,1
49631,Erwinia phage vB_EamM_MadMel,2016.0,321.0,321.0,1,1
49632,Sinhaliviridae,2016.0,409.0,83.0,174,42
49633,Erwinia virus Alexandra,2016.0,690.0,690.0,2,2
49634,Wenzhou Rattus norvegicus orthohantavirus 1,2016.0,3.0,3.0,3,3
49635,Erwinia virus Desertfox,2016.0,640.0,640.0,2,2
49636,Wenzhou Rattus norvegicus mammarenavirus 1,2016.0,4.0,4.0,2,2
49637,Sweet potato latent virus,2016.0,72.0,21.0,72,21
49638,Erwinia phage vB_EamM_Bosolaphorus,2016.0,320.0,320.0,1,1
49639,Tortoise microvirus 35,2016.0,4.0,4.0,1,1
49640,Tortoise microvirus 34,2016.0,4.0,4.0,1,1
49641,Tortoise microvirus 33,2016.0,4.0,4.0,1,1
49642,Waterbird 1 orthobornavirus,2016.0,152.0,15.0,67,3
49643,de Castilla virus,2016.0,1.0,1.0,1,1
49644,d'Urville virus,2016.0,1.0,1.0,1,1
49645,Arthrobacter phage ElephantMan,2016.0,93.0,93.0,1,1
49646,Human immunodeficiency virus 1,2016.0,923926.0,46373.0,597068,28240
49647,Sclerotinia sclerotiorum botybirnavirus 4,2016.0,2.0,2.0,2,2
49648,Torque teno virus,2016.0,3143.0,89.0,3552,89
49649,Peribunyaviridae sp.,2016.0,7.0,2.0,7,2
49650,Bocaparvovirus,2016.0,5487.0,482.0,3798,290
49651,Bobbyc reo-like virus,2016.0,4.0,4.0,4,4
49652,Peribunyaviridae,2016.0,5112.0,159.0,4174,142
49653,Simian-Human immunodeficiency virus,2016.0,10665.0,3945.0,7779,1847
49654,Arthrobacter phage Chipper1996,2016.0,112.0,112.0,1,1
49655,Arthrobacter phage Cheesy,2016.0,101.0,101.0,1,1
49656,Torque teno sus virus k2a,2016.0,67.0,12.0,42,4
49657,Arthrobacter phage Caterpillar,2016.0,86.0,86.0,1,1
49658,Arthrobacter phage CallieOMalley,2016.0,62.0,62.0,1,1
49659,Fowlpox virus,2016.0,2371.0,857.0,283,75
49660,Torque teno sus virus 1b,2016.0,595.0,81.0,380,44
49661,Bocaparvovirus sp.,2016.0,155.0,26.0,150,17
49662,Arthrobacter phage Cholula,2016.0,62.0,62.0,1,1
49663,Cell fusing agent virus,2016.0,137.0,12.0,125,12
49664,Orthopneumovirus,2016.0,48229.0,4830.0,22093,1438
49665,Perkerra phlebovirus,2016.0,4.0,4.0,3,3
49666,Persimmon cytorhabdovirus,2016.0,3.0,1.0,3,1
49667,Bovine alphaherpesvirus 1,2016.0,3097.0,24.0,382,24
49668,Tortoise genomovirus 18,2016.0,2.0,2.0,1,1
49669,Persimmon cryptic virus,2016.0,4.0,2.0,4,2
49670,Wenzhou Apodemus agrarius jeilongvirus 1,2016.0,8.0,8.0,1,1
49671,Wenzhou Apodemus agrarius hepacivirus 1,2016.0,1.0,1.0,1,1
49672,Tortoise genomovirus 16,2016.0,2.0,2.0,1,1
49673,Tortoise genomovirus 15,2016.0,2.0,2.0,1,1
49674,Tortoise genomovirus 14,2016.0,2.0,2.0,1,1
49675,Centovirus,2016.0,12.0,12.0,6,6
49676,Wenzhou Apodemus agrarius henipavirus 1,2016.0,7.0,7.0,1,1
49677,Tortoise genomovirus 12,2016.0,2.0,2.0,1,1
49678,Tortoise genomovirus 11,2016.0,2.0,2.0,1,1
49679,Tortoise genomovirus 1,2016.0,2.0,2.0,1,1
49680,Torradovirus,2016.0,264.0,4.0,237,4
49681,Rosavirus B,2016.0,7.0,1.0,7,1
49682,Permutotetraviridae,2016.0,15.0,8.0,11,4
49683,Sclerotinia sclerotiorum RNA virus L-WX,2016.0,1.0,1.0,1,1
49684,Bo-Circo-like virus CH,2016.0,6.0,6.0,1,1
49685,Sclerotinia sclerotiorum barnavirus 1,2016.0,4.0,4.0,1,1
49686,Blunervirus,2016.0,30.0,9.0,16,4
49687,Persimmon latent virus,2016.0,1.0,1.0,1,1
49688,Arthrobacter phage BossLady,2016.0,79.0,79.0,1,1
49689,Ampelovirus,2016.0,3383.0,292.0,2285,85
49690,Bogoria phlebovirus,2016.0,4.0,4.0,3,3
49691,Perhabdovirus,2016.0,230.0,16.0,174,12
49692,Cecropia hololeuca circular virus,2016.0,2.0,2.0,1,1
49693,Torque teno sus virus,2016.0,66.0,66.0,113,66
49694,Sclerotinia sclerotiorum hypovirulence associated DNA virus 1-WX,2016.0,2.0,2.0,1,1
49695,Bokeloh bat lyssavirus,2016.0,56.0,15.0,12,3
49696,Torque teno rodent virus 2,2016.0,24.0,4.0,20,4
49697,Hibiscus chlorotic ringspot virus,2016.0,22.0,11.0,10,5
49698,Bole Tick Virus 1,2016.0,17.0,4.0,18,4
49699,Microvirus,2016.0,615.0,31.0,115,7
49700,Torque teno pinniped virus 7,2016.0,9.0,9.0,3,3
49701,Synechococcus phage S-H35,2016.0,408.0,408.0,2,2
49702,Bole alpharicinrhavirus,2016.0,32.0,8.0,18,8
49703,Andes orthohantavirus,2016.0,163.0,4.0,169,4
49704,Hibiscus golden mosaic virus,2016.0,14.0,14.0,4,4
49705,Hibiscus latent Fort Pierce virus,2016.0,10.0,4.0,3,1
