,Taxonomy,Country,Cumulative_Count,Count
70403,Soybean thrips-associated dsRNA virus 3,USA,3,3
70404,Soybean thrips-associated dsRNA virus 4,USA,1,1
70405,Soybean thrips-associated dsRNA virus-1,USA,1,1
70406,Soybean thrips-associated tenui-like virus 1,USA,2,2
70407,Soybean thrips-associated tospovirus 1,USA,3,3
70408,Soybean thrips-associated totivirus 1,USA,2,2
70409,Soybean thrips-associated totivirus 2,USA,2,2
70410,Soybean torrado virus 1,Pakistan,8,8
70411,Soybean vein necrosis orthotospovirus,USA,107,107
70412,Soybean vein necrosis-associated virus,USA,20,20
70413,Soybean virus A,Korea,1,1
70414,Soybean yellow common mosaic virus,China,15,15
70415,Soybean yellow common mosaic virus,Japan,32,17
70416,Soybean yellow common mosaic virus,Korea,40,8
70417,Soybean yellow common mosaic virus,South Korea,103,63
70418,Soybean yellow dwarf-associated geminivirus,China,12,12
70419,Soybean yellow leaf curl virus,China,12,12
70420,Soybean yellow mottle mosaic virus,China,6,6
70421,Soybean yellow mottle mosaic virus,India,24,18
70422,Soybean yellow mottle mosaic virus,Korea,36,12
70423,Soybean yellow mottle mosaic virus,Nepal,38,2
70424,Soybean yellow mottle mosaic virus,Pakistan,41,3
70425,Soybean yellow mottle mosaic virus,South Korea,202,161
70426,Soybean yellow mottle mosaic virus,USA,208,6
70427,Soybean yellow shoot virus,Brazil,1,1
70428,Soybean zhengqing-associated geminivirus,China,6,6
70429,Soybean-associated bicistronic virus,South Africa,4,4
70430,Soybean-associated deltaflexivirus 1,USA,9,9
70431,Soybean-associated double-stranded RNA virus 1,USA,1,1
70432,Soymovirus,Belarus,1,1
70433,Soymovirus,Canada,2,1
70434,Soymovirus,China,28,26
70435,Soymovirus,Czech Republic,37,9
70436,Soymovirus,Japan,47,10
70437,Soymovirus,Pakistan,53,6
70438,Soymovirus,Poland,105,52
70439,Soymovirus,Serbia,107,2
70440,Soymovirus,Slovenia,127,20
70441,Soymovirus,South Korea,129,2
70442,Soymovirus,Spain,145,16
70443,Soymovirus,USA,224,79
70444,Spalangia cameroni secondary endosymbiont phage,Russia,1,1
70445,Spangled perch bastrovirus,Australia,1,1
70446,Spanish goat encephalitis virus,Spain,13,13
70447,Spanish sheep encephalitis virus,Spain,1,1
70448,Sparkyvirus,USA,182,182
70449,Sparrow coronavirus HKU17,China,18,18
70450,Sparrow deltacoronavirus,USA,36,36
70451,Spartina mottle virus,Germany,4,4
70452,Spartina mottle virus,Italy,5,1
70453,Spartina mottle virus,USA,9,4
70454,Sparus aurata polyomavirus 1,Spain,10,10
70455,Spathiphyllum potyvirus AP1/India/2007,India,2,2
70456,Spbetavirus,China,202,202
70457,Spbetavirus,Denmark,952,750
70458,Sperdavirus,USA,4,4
70459,Sperdavirus luticola,USA,4,4
70460,Sperm whale gammaherpesvirus,Japan,1,1
70461,Sphaerolipoviridae,Australia,98,98
70462,Sphaerolipoviridae,Japan,176,78
70463,Sphaerolipoviridae,New Zealand,250,74
70464,Sphaerolipoviridae,Thailand,344,94
70465,Sphaerotilus phage vB_SnaP-R1,Portugal,50,50
70466,Sphenifaro virus,Chile,2,2
70467,Sphenigellan virus,Chile,2,2
70468,Sphenilena virus,Chile,2,2
70469,Sphenimaju virus,Chile,1,1
70470,Spheniscid alphaherpesvirus 1,Germany,258,258
70471,Spheniscus humboldti poxvirus,Belgium,1,1
70472,Sphingobium virus Lacusarx,Denmark,392,392
70473,Sphingomonas phage Eidolon,Denmark,56,56
70474,Sphingomonas phage Kharn,Denmark,55,55
70475,Sphingomonas phage Lucius,Denmark,60,60
70476,Sphingomonas phage PAU,India,590,590
70477,Sphingomonas phage S-AFCF0802-69,Japan,1,1
70478,Sphingomonas phage S-AFCa0824-71,Japan,1,1
70479,Sphingomonas phage S-AFCa0901-72,Japan,1,1
70480,Sphingomonas phage S-AFNF0615-61,Japan,1,1
70481,Sphingomonas phage S-AFNF0810-70,Japan,1,1
70482,Sphingomonas phage vB_StuS_MMDA13,Italy,89,89
70483,Sphingomonas virus Scott,USA,102,102
70484,Sphonivirus,USA,14,14
70485,Sphonivirus agrivivens,USA,5,5
70486,Sphonivirus choradaptatum,USA,4,4
70487,Sphonivirus chorocola,USA,5,5
70488,Sphyraena japonica nervous necrosis virus,Taiwan,1,1
70489,Spider associated circular virus 2,Canada,2,2
70490,Spider associated circular virus 3,Canada,4,4
70491,Spider associated cyclovirus 1,Canada,4,4
70492,Spider shaspivirus,China,6,6
70493,Spikefish actinovirus,China,4,4
70494,Spilanthes yellow vein virus,Viet Nam,12,12
70495,Spilarctia obliqua nucleopolyhedrovirus,India,144,144
70496,Spilikins virus,Cote d'Ivoire,4,4
70497,Spilosoma obliqua nucleopolyhedrosis virus,India,147,147
70498,Spinach amalgavirus 1,USA,4,4
70499,Spinach curly top Arizona virus,USA,10,10
70500,Spinach deltapartitivirus 1,USA,2,2
70501,Spinach latent virus,China,1,1
70502,Spinach latent virus,New Zealand,3,2
70503,Spinach latent virus,Serbia,8,5
70504,Spinach latent virus,USA,16,8
70505,Spinach latent virus,United Kingdom,22,6
70506,Spinach severe curly top virus,USA,12,12
70507,Spinach yellow vein betasatellite,India,1,1
70508,Spinach yellow vein virus,India,16,16
70509,Spinach yellows virus,Greece,5,5
70510,Spinacia oleracea leaf curl Bhatinda virus,India,1,1
70511,Spinareoviridae,China,160,160
70512,Spinareoviridae,Colombia,163,3
70513,Spinareoviridae,Egypt,165,2
70514,Spinareoviridae,Germany,187,22
70515,Spinareoviridae,Hungary,231,44
70516,Spinareoviridae,India,272,41
70517,Spinareoviridae,Iran,274,2
70518,Spinareoviridae,Israel,276,2
70519,Spinareoviridae,Japan,293,17
70520,Spinareoviridae,Portugal,299,6
70521,Spinareoviridae,Russia,309,10
70522,Spinareoviridae,South Korea,312,3
70523,Spinareoviridae,Tunisia,313,1
70524,Spinareoviridae,USA,446,133
70525,Spinareovirinae sp.,China,9,9
70526,Spine gourd mosaic alphasatellite,India,1,1
70527,Spinybacked orbweaver circular virus 1,USA,6,6
70528,Spinybacked orbweaver circular virus 2,USA,2,2
70529,Spiraea yellow leafspot virus,USA,6,6
70530,Spiranthes mosaic virus 3,New Zealand,1,1
70531,Spiranthes mosaic virus 3,USA,7,6
70532,Spiranthes mosaic virus 3,United Kingdom,8,1
70533,Spiraviridae,Japan,114,114
70534,Spiroplasma phage SVGII3,Morocco,11,11
70535,Spissistilus festinus reovirus,USA,20,20
70536,Spissistilus festinus virus 1,USA,4,4
70537,Spizizenvirus,China,14,14
70538,Splett orthomyxo-like virus,Australia,2,2
70539,Spodoptera cosmioides nucleopolyhedrovirus,Brazil,161,161
70540,Spodoptera eridania nucleopolyhedrovirus,Brazil,151,151
70541,Spodoptera exempta insect virus 1,Tanzania,1,1
70542,Spodoptera exempta insect virus 2,Tanzania,1,1
70543,Spodoptera exempta insect virus 3,Tanzania,1,1
70544,Spodoptera exempta nucleopolyhedrovirus,Tanzania,1,1
70545,Spodoptera exempta virus TenAfr-2017,United Kingdom,1,1
70546,Spodoptera exigua ascovirus 5a,USA,2,2
70547,Spodoptera exigua iflavirus,Sri Lanka,1,1
70548,Spodoptera exigua iflavirus 2,South Korea,2,2
70549,Spodoptera exigua iflavirus 2,Spain,3,1
70550,Spodoptera exigua multiple nucleopolyhedrovirus,China,293,293
70551,Spodoptera exigua multiple nucleopolyhedrovirus,Iran,295,2
70552,Spodoptera exigua multiple nucleopolyhedrovirus,Japan,296,1
70553,Spodoptera exigua multiple nucleopolyhedrovirus,Korea,433,137
70554,Spodoptera exigua multiple nucleopolyhedrovirus,Turkey,435,2
70555,Spodoptera exigua virus AKJ-2014,Spain,5,5
70556,Spodoptera frugiperda ascovirus 1a,USA,18,18
70557,Spodoptera frugiperda granulovirus,Argentina,155,155
70558,Spodoptera frugiperda granulovirus,Brazil,158,3
70559,Spodoptera frugiperda granulovirus,Colombia,468,310
70560,Spodoptera frugiperda granulovirus,Mexico,471,3
70561,Spodoptera frugiperda multiple nucleopolyhedrovirus,Argentina,159,159
70562,Spodoptera frugiperda multiple nucleopolyhedrovirus,Brazil,301,142
70563,Spodoptera frugiperda multiple nucleopolyhedrovirus,China,305,4
70564,Spodoptera frugiperda multiple nucleopolyhedrovirus,Colombia,608,303
70565,Spodoptera frugiperda multiple nucleopolyhedrovirus,Honduras,611,3
70566,Spodoptera frugiperda multiple nucleopolyhedrovirus,India,612,1
70567,Spodoptera frugiperda multiple nucleopolyhedrovirus,Mexico,619,7
70568,Spodoptera frugiperda multiple nucleopolyhedrovirus,Nicaragua,904,285
70569,Spodoptera frugiperda multiple nucleopolyhedrovirus,Nigeria,1048,144
70570,Spodoptera frugiperda multiple nucleopolyhedrovirus,USA,1384,336
70571,Spodoptera littoralis granulovirus,Egypt,1,1
70572,Spodoptera littoralis multicapsid nucleopolyhedrovirus,Portugal,1,1
70573,Spodoptera littoralis nucleopolyhedrovirus,Egypt,274,274
70574,Spodoptera littoralis nucleopolyhedrovirus,France,277,3
70575,Spodoptera littoralis nucleopolyhedrovirus,Japan,278,1
70576,Spodoptera litura MNPV,Japan,8,8
70577,Spodoptera litura granulovirus,Malaysia,3,3
70578,Spodoptera litura granulovirus,South Korea,275,272
70579,Spodoptera litura nucleopolyhedrovirus,China,427,427
70580,Spodoptera litura nucleopolyhedrovirus,Egypt,443,16
70581,Spodoptera litura nucleopolyhedrovirus,India,446,3
70582,Spodoptera litura nucleopolyhedrovirus,Japan,469,23
70583,Spodoptera litura nucleopolyhedrovirus,Pakistan,470,1
70584,Spodoptera litura nucleopolyhedrovirus,South Korea,473,3
70585,Spodoptera moth adintovirus 1,USA,10,10
70586,Spodoptera moth adintovirus 2,USA,9,9
70587,Spondweni virus,Haiti,1,1
70588,Spondweni virus,Mozambique,2,1
70589,Spondweni virus,Nigeria,3,1
70590,Spondweni virus,South Africa,34,31
70591,Sponge holobiont-associated RNA virus,Japan,10,10
70592,Sporobolus striate mosaic virus 1,Australia,8,8
70593,Sporobolus striate mosaic virus 2,Australia,8,8
70594,Sporosarcina phage Lietuvens,Antarctica,100,100
70595,Springbok herpesvirus 1,South Africa,1,1
70596,Sprivivirus,Austria,25,25
70597,Sprivivirus,Canada,27,2
70598,Sprivivirus,China,106,79
70599,Sprivivirus,Czech Republic,111,5
70600,Sprivivirus,Denmark,112,1
70601,Sprivivirus,France,122,10
70602,Sprivivirus,Germany,146,24
70603,Sprivivirus,Hong Kong,151,5
70604,Sprivivirus,Hungary,157,6
70605,Sprivivirus,Italy,160,3
70606,Sprivivirus,Mexico,162,2
70607,Sprivivirus,Moldova,166,4
70608,Sprivivirus,Poland,186,20
70609,Sprivivirus,Russia,189,3
70610,Sprivivirus,Serbia,200,11
70611,Sprivivirus,South Korea,215,15
70612,Sprivivirus,USA,260,45
70613,Sprivivirus,Ukraine,267,7
70614,Sprivivirus,United Kingdom,301,34
70615,Sprivivirus,Yugoslavia,302,1
70616,Sprivivirus cyprinus,Russia,1,1
70617,Spumavirus,Bangladesh,1358,1358
70618,Spumavirus,Brazil,1416,58
70619,Spumavirus,Cambodia,1424,8
70620,Spumavirus,Cameroon,1991,567
70621,Spumavirus,Central African Republic,2010,19
70622,Spumavirus,China,2047,37
70623,Spumavirus,Cote d'Ivoire,2159,112
70624,Spumavirus,Democratic Republic of the Congo,2244,85
70625,Spumavirus,French Guiana,2245,1
70626,Spumavirus,Gabon,2445,200
70627,Spumavirus,Germany,2456,11
70628,Spumavirus,India,2459,3
70629,Spumavirus,Indonesia,2492,33
70630,Spumavirus,Japan,2532,40
70631,Spumavirus,Kenya,2536,4
70632,Spumavirus,Nepal,2537,1
70633,Spumavirus,Peru,2550,13
70634,Spumavirus,Republic of the Congo,2565,15
70635,Spumavirus,Rwanda,2569,4
70636,Spumavirus,Saint Kitts and Nevis,2577,8
70637,Spumavirus,Singapore,2586,9
70638,Spumavirus,Taiwan,2590,4
70639,Spumavirus,Tanzania,2602,12
70640,Spumavirus,USA,2639,37
70641,Spumavirus,Uganda,2666,27
70642,Spumavirus,United Kingdom,2674,8
70643,Spur-thighed tortoise adenovirus 1,Spain,1,1
70644,Sputnikvirus,Brazil,41,41
70645,Sputnikvirus,France,183,142
70646,Squamate dependoparvovirus 1,Germany,4,4
70647,Squamate dependoparvovirus 2,Hungary,6,6
70648,Squamate dependoparvovirus 2,USA,9,3
70649,Squash chlorotic leaf spot virus,Sudan,40,40
70650,Squash leaf curl China virus,Bangladesh,24,24
70651,Squash leaf curl China virus,Cambodia,27,3
70652,Squash leaf curl China virus,China,254,227
70653,Squash leaf curl China virus,India,397,143
70654,Squash leaf curl China virus,Indonesia,425,28
70655,Squash leaf curl China virus,Malaysia,477,52
70656,Squash leaf curl China virus,Nepal,582,105
70657,Squash leaf curl China virus,Pakistan,593,11
70658,Squash leaf curl China virus,Philippines,603,10
70659,Squash leaf curl China virus,Tanzania,604,1
70660,Squash leaf curl China virus,Thailand,667,63
70661,Squash leaf curl China virus,Viet Nam,707,40
70662,Squash leaf curl China virus,Zimbabwe,710,3
70663,Squash leaf curl Philippines virus,Philippines,151,151
70664,Squash leaf curl Philippines virus,Taiwan,172,21
70665,Squash leaf curl Philippines virus -[Taiwan],Taiwan,7,7
70666,Squash leaf curl Thailand virus,Thailand,2,2
70667,Squash leaf curl Yunnan virus,Cambodia,4,4
70668,Squash leaf curl Yunnan virus,China,16,12
70669,Squash leaf curl Yunnan virus,Thailand,34,18
70670,Squash leaf curl virus,Egypt,118,118
70671,Squash leaf curl virus,Iraq,166,48
70672,Squash leaf curl virus,Israel,366,200
70673,Squash leaf curl virus,Jordan,691,325
70674,Squash leaf curl virus,Lebanon,749,58
70675,Squash leaf curl virus,Mexico,787,38
70676,Squash leaf curl virus,Oman,827,40
70677,Squash leaf curl virus,Pakistan,841,14
70678,Squash leaf curl virus,Syria,842,1
70679,Squash leaf curl virus,Taiwan,850,8
70680,Squash leaf curl virus,Timor-Leste,854,4
70681,Squash leaf curl virus,USA,1025,171
70682,Squash mild leaf curl virus,USA,19,19
70683,Squash mosaic virus,Australia,6,6
70684,Squash mosaic virus,Brazil,7,1
70685,Squash mosaic virus,China,10,3
70686,Squash mosaic virus,Czech Republic,11,1
70687,Squash mosaic virus,Greece,12,1
70688,Squash mosaic virus,Indonesia,16,4
70689,Squash mosaic virus,Iran,20,4
70690,Squash mosaic virus,Israel,23,3
70691,Squash mosaic virus,Japan,35,12
70692,Squash mosaic virus,Spain,38,3
70693,Squash mosaic virus,USA,39,1
70694,Squash vein yellowing virus,Guatemala,6,6
70695,Squash vein yellowing virus,Iran,7,1
70696,Squash vein yellowing virus,Iraq,8,1
70697,Squash vein yellowing virus,Israel,9,1
70698,Squash vein yellowing virus,USA,131,122
70699,Squash vein yellowing virus-like ipomovirus,USA,2,2
70700,Squash yellow mild mottle virus,Costa Rica,43,43
70701,Squashvirus,USA,2235,2235
70702,Squirrel associated cyclovirus 1,Japan,4,4
70703,Squirrel astrovirus 1,China,2,2
70704,Squirrel astrovirus 2,China,2,2
70705,Squirrel bocaparvovirus,China,4,4
70706,Squirrel enterovirus,China,2,2
70707,Squirrel fibroma virus,USA,4,4
70708,Squirrel hunnivirus,China,2,2
70709,Squirrel mastadenovirus A,Germany,58,58
70710,Squirrel mastadenovirus A,United Kingdom,59,1
70711,Squirrel monkey adenovirus,USA,99,99
70712,Squirrel monkey simian foamy virus,USA,10,10
70713,Squirrelpox virus,United Kingdom,341,341
70714,Squirtyvirus,USA,204,204
70715,Sri Lankan cassava mosaic virus,Cambodia,53,53
70716,Sri Lankan cassava mosaic virus,China,81,28
70717,Sri Lankan cassava mosaic virus,India,228,147
70718,Sri Lankan cassava mosaic virus,Laos,236,8
70719,Sri Lankan cassava mosaic virus,South Korea,246,10
70720,Sri Lankan cassava mosaic virus,Sri Lanka,297,51
70721,Sri Lankan cassava mosaic virus,Thailand,505,208
70722,Sri Lankan cassava mosaic virus,Viet Nam,537,32
70723,Sripur sripuvirus,India,18,18
70724,Sripuvirus,Australia,59,59
70725,Sripuvirus,Brazil,106,47
70726,Sripuvirus,India,124,18
70727,Sripuvirus,Senegal,134,10
70728,St Croix River virus,Kenya,2,2
70729,St Croix River virus,USA,3,1
70730,St-Valerien swine virus,Canada,11,11
70731,St-Valerien swine virus,Italy,14,3
70732,St-Valerien swine virus,Japan,16,2
70733,St-Valerien swine virus,USA,22,6
70734,Stachytarpheta leaf curl virus,China,26,26
70735,Stagonosporopsis cucurbitacearum victorivirus 1,China,2,2
70736,Stamford virus,Australia,2,2
70737,Stang virus,USA,10,10
70738,Stanholtvirus,USA,82,82
70739,Staphylococcaceae,Colombia,2,2
70740,Staphylococcus,Colombia,2,2
70741,Staphylococcus aureus,Colombia,2,2
70742,Staphylococcus phage 001,Brazil,1,1
70743,Staphylococcus phage 002,Brazil,1,1
70744,Staphylococcus phage 003,Brazil,1,1
70745,Staphylococcus phage 004,Brazil,1,1
70746,Staphylococcus phage 005,Brazil,1,1
70747,Staphylococcus phage 006,Brazil,1,1
70748,Staphylococcus phage 3C,Czech Republic,1,1
70749,Staphylococcus phage 456,United Kingdom,73,73
70750,Staphylococcus phage 812,Czech Republic,866,866
70751,Staphylococcus phage 812,Germany,1525,659
70752,Staphylococcus phage 812h1,Czech Republic,219,219
70753,Staphylococcus phage 83A,Czech Republic,1,1
70754,Staphylococcus phage APTC_SA_12,Australia,243,243
70755,Staphylococcus phage APTC_SA_13,Australia,239,239
70756,Staphylococcus phage APTC_SA_2,Australia,236,236
70757,Staphylococcus phage APTC_SA_4,Australia,236,236
70758,Staphylococcus phage ASD1,Iran,1,1
70759,Staphylococcus phage B1,Ireland,239,239
70760,Staphylococcus phage BUCT556,China,65,65
70761,Staphylococcus phage B_UFSM1,Brazil,60,60
70762,Staphylococcus phage B_UFSM3,Brazil,61,61
70763,Staphylococcus phage B_UFSM4,Brazil,61,61
70764,Staphylococcus phage B_UFSM5,Brazil,61,61
70765,Staphylococcus phage Biyabeda-mokiny_1,Australia,219,219
70766,Staphylococcus phage Biyabeda-mokiny_2,Australia,218,218
70767,Staphylococcus phage CUB-EPI_14,Germany,63,63
70768,Staphylococcus phage DW2,Ireland,124,124
70769,Staphylococcus phage ESa1,USA,253,253
70770,Staphylococcus phage HYZ21,China,208,208
70771,Staphylococcus phage Hesat,Italy,71,71
70772,Staphylococcus phage IME-SA4,China,124,124
70773,Staphylococcus phage IME1364_02,China,62,62
70774,Staphylococcus phage JA1,Ireland,233,233
70775,Staphylococcus phage JBug18,USA,20,20
70776,Staphylococcus phage JD419,China,65,65
70777,Staphylococcus phage JPL-50,China,29,29
70778,Staphylococcus phage KSAP11,Japan,188,188
70779,Staphylococcus phage KSAP7,Japan,187,187
70780,Staphylococcus phage Koomba-kaat_1,Australia,184,184
70781,Staphylococcus phage LSA2311,China,201,201
70782,Staphylococcus phage Lacachita,USA,72,72
70783,Staphylococcus phage Lorac,USA,67,67
70784,Staphylococcus phage MMS07,Egypt,1,1
70785,Staphylococcus phage MR003,Japan,185,185
70786,Staphylococcus phage Machias,USA,263,263
70787,Staphylococcus phage Madawaska,USA,264,264
70788,Staphylococcus phage Maine,USA,219,219
70789,Staphylococcus phage MarsHill,USA,262,262
70790,Staphylococcus phage Metroid,USA,254,254
70791,Staphylococcus phage PI-Sepi-HH2,Germany,45,45
70792,Staphylococcus phage PMBT8,Germany,122,122
70793,Staphylococcus phage PhiSepi-HH1,Germany,51,51
70794,Staphylococcus phage PhiSepi-HH3,Germany,170,170
70795,Staphylococcus phage Pike,USA,20,20
70796,Staphylococcus phage Pontiff,USA,20,20
70797,Staphylococcus phage Portland,USA,38,38
70798,Staphylococcus phage Quidividi,USA,203,203
70799,Staphylococcus phage S6,Japan,544,544
70800,Staphylococcus phage SA03-CTH2,Japan,19,19
70801,Staphylococcus phage SA1,South Korea,218,218
70802,Staphylococcus phage SA1-CTA1,Japan,19,19
70803,Staphylococcus phage SA30-CTH2,Japan,19,19
70804,Staphylococcus phage SA4,India,1,1
70805,Staphylococcus phage SA44-CTH7,Japan,19,19
70806,Staphylococcus phage SA45ruMSSAST97,Russia,68,68
70807,Staphylococcus phage SA46-CL1,Japan,38,38
70808,Staphylococcus phage SA46-CTH2,Japan,19,19
70809,Staphylococcus phage SA46-CTH4,Japan,19,19
70810,Staphylococcus phage SA537ruMSSAST97,Russia,67,67
70811,Staphylococcus phage SAJK-IND,India,37,37
70812,Staphylococcus phage SAOMS1,Israel,215,215
70813,Staphylococcus phage SAP090B,Australia,29,29
70814,Staphylococcus phage SAP090D,Australia,29,29
70815,Staphylococcus phage SAP13_TA-2022,USA,67,67
70816,Staphylococcus phage SAP1_TA-2022,USA,68,68
70817,Staphylococcus phage SAP23,China,220,220
70818,Staphylococcus phage SAP2_TA-2022,USA,69,69
70819,Staphylococcus phage SAP3,China,60,60
70820,Staphylococcus phage SAP3_TA-2022,USA,66,66
70821,Staphylococcus phage SAP6,China,215,215
70822,Staphylococcus phage SAP8_Andrews,USA,63,63
70823,Staphylococcus phage SMSAP5,South Korea,84,84
70824,Staphylococcus phage SYL,China,250,250
70825,Staphylococcus phage Sa2wa-st573,Australia,75,75
70826,Staphylococcus phage Sa2wa-st88,Australia,70,70
70827,Staphylococcus phage SaGU1,Japan,225,225
70828,Staphylococcus phage Sazerac,USA,71,71
70829,Staphylococcus phage SeAlphi,Israel,20,20
70830,Staphylococcus phage SpT252,United Kingdom,66,66
70831,Staphylococcus phage SpT5,Denmark,67,67
70832,Staphylococcus phage SpT99F3,United Kingdom,68,68
70833,Staphylococcus phage SpaA1,Antarctica,126,126
70834,Staphylococcus phage StAP1,China,215,215
70835,Staphylococcus phage StAP1,South Korea,407,192
70836,Staphylococcus phage TEM123,South Korea,86,86
70837,Staphylococcus phage TSP,Pakistan,20,20
70838,Staphylococcus phage Terranova,USA,205,205
70839,Staphylococcus phage Twillingate,USA,206,206
70840,Staphylococcus phage UPMK_1,Malaysia,155,155
70841,Staphylococcus phage VB-SavM-JYL02,China,218,218
70842,Staphylococcus phage VB_SavM_JYL01,China,219,219
70843,Staphylococcus phage ZCSS1,Egypt,208,208
70844,Staphylococcus phage f2b1,Pakistan,224,224
70845,Staphylococcus phage pSa-3,South Korea,209,209
70846,Staphylococcus phage pSco-10,South Korea,131,131
70847,Staphylococcus phage phi575,Czech Republic,58,58
70848,Staphylococcus phage phi879,Czech Republic,55,55
70849,Staphylococcus phage phiRS7,Israel,124,124
70850,Staphylococcus phage phiSa2usa,Japan,9,9
70851,Staphylococcus phage phiSa2usa,Myanmar,16,7
70852,Staphylococcus phage phiSa2wa-st1232,Australia,72,72
70853,Staphylococcus phage phiSa2wa-st1420,Australia,27,27
70854,Staphylococcus phage phiSa2wa-st1633,Australia,76,76
70855,Staphylococcus phage phiSa2wa-st1930,Australia,69,69
70856,Staphylococcus phage phiSa2wa-st2974,Australia,69,69
70857,Staphylococcus phage phiSa2wa-st30.2,Australia,70,70
70858,Staphylococcus phage phiSa2wa-st5.2,Australia,73,73
70859,Staphylococcus phage phiSa2wa-st5.3,Australia,75,75
70860,Staphylococcus phage phiSa2wa-st5.4,Australia,72,72
70861,Staphylococcus phage phiSa2wa-st5.6,Australia,78,78
70862,Staphylococcus phage phiSa2wa-st5.7,Australia,72,72
70863,Staphylococcus phage phiSa2wa-st6,Australia,67,67
70864,Staphylococcus phage phiSa2wa-st80.2,Australia,68,68
70865,Staphylococcus phage phiSa2wa-st80.4,Australia,68,68
70866,Staphylococcus phage phiSa2wa-st923,Australia,71,71
70867,Staphylococcus phage phiSa2wa_st59,Australia,72,72
70868,Staphylococcus phage phiSa2wa_st72,Australia,76,76
70869,Staphylococcus phage phiSa2wa_st80,Australia,67,67
70870,Staphylococcus phage phiSa2wa_st93,Australia,67,67
70871,Staphylococcus phage phiSa2wa_st93mssa,Australia,71,71
70872,Staphylococcus phage qdsa001,China,199,199
70873,Staphylococcus phage qdsa002,China,231,231
70874,Staphylococcus phage vBSM-A1,China,213,213
70875,Staphylococcus phage vBSP-A2,China,205,205
70876,Staphylococcus phage vB_SarS_BM31,China,65,65
70877,Staphylococcus phage vB_Sau-RP15,Thailand,191,191
70878,Staphylococcus phage vB_SauH_DELF3,Iran,177,177
70879,Staphylococcus phage vB_SauH_IME522,China,223,223
70880,Staphylococcus phage vB_SauH_SAP1,China,226,226
70881,Staphylococcus phage vB_SauM-UFV_DC4,Brazil,261,261
70882,Staphylococcus phage vB_SauM-V1SA19,France,245,245
70883,Staphylococcus phage vB_SauM-V1SA20,France,232,232
70884,Staphylococcus phage vB_SauM-V1SA22,France,225,225
70885,Staphylococcus phage vB_SauM_VL10,Thailand,193,193
70886,Staphylococcus phage vB_SauP-436A1,Russia,21,21
70887,Staphylococcus phage vB_SauP_EBHT,Germany,40,40
70888,Staphylococcus phage vB_SauP_JS26,China,20,20
70889,Staphylococcus phage vB_SauS_277g,Argentina,67,67
70890,Staphylococcus phage vB_SauS_287,Argentina,69,69
70891,Staphylococcus phage vB_SauS_308,Argentina,68,68
70892,Staphylococcus phage vB_SauS_320,Argentina,65,65
70893,Staphylococcus phage vB_SauS_321c,Argentina,67,67
70894,Staphylococcus phage vB_SauS_690,Argentina,64,64
70895,Staphylococcus phage vB_SauS_713,Argentina,62,62
70896,Staphylococcus phage vB_SauS_760,Argentina,66,66
70897,Staphylococcus phage vB_SauS_775,Argentina,69,69
70898,Staphylococcus phage vB_SauS_832,Argentina,70,70
70899,Staphylococcus phage vB_SauS_I73,Argentina,69,69
70900,Staphylococcus phage vB_SauS_IMEP5,China,69,69
70901,Staphylococcus phage vB_SauS_Mh1,Argentina,75,75
70902,Staphylococcus phage vB_SauS_Mh15,Argentina,73,73
70903,Staphylococcus phage vB_SauS_Mh4,Argentina,70,70
70904,Staphylococcus phage vB_SauS_SPG4,China,68,68
70905,Staphylococcus phage vB_Sau_P68,China,219,219
70906,Staphylococcus phage vB_ScaM-V1SC01,France,246,246
70907,Staphylococcus phage vB_ScaM-V1SC04,France,225,225
70908,Staphylococcus phage vB_ScaM-V1SC05,France,20,20
70909,Staphylococcus phage vB_ScoM-PSC1,South Korea,223,223
70910,Staphylococcus phage vB_SepM_BE04,Switzerland,208,208
70911,Staphylococcus phage vB_SepM_BE05,Switzerland,206,206
70912,Staphylococcus phage vB_SepM_BE06,Switzerland,200,200
70913,Staphylococcus phage vB_SepM_BE07,Switzerland,200,200
70914,Staphylococcus phage vB_SepM_BE08,Switzerland,200,200
70915,Staphylococcus phage vB_SepM_BE09,Switzerland,201,201
70916,Staphylococcus phage vB_SepP_BE03,Switzerland,20,20
70917,Staphylococcus phage vB_SepS_BE01,Switzerland,70,70
70918,Staphylococcus phage vB_SepS_BE02,Switzerland,140,140
70919,Staphylococcus phage vB_SpsS_VL4,Thailand,68,68
70920,Staphylococcus phage vB_StaM_SA1,China,258,258
70921,Staphylococcus phage vB_StaphS-IVBph354,Switzerland,66,66
70922,Staphylococcus phage vB_SurP-PSU3,South Korea,20,20
70923,Staphylococcus virus 15644,China,128,128
70924,Staphylococcus virus 23MRA,USA,132,132
70925,Staphylococcus virus 3AJ2017,Colombia,128,128
70926,Staphylococcus virus 3MRA,USA,132,132
70927,Staphylococcus virus Andhra,USA,40,40
70928,Staphylococcus virus B122,Czech Republic,136,136
70929,Staphylococcus virus B166,Czech Republic,128,128
70930,Staphylococcus virus B236,Czech Republic,134,134
70931,Staphylococcus virus BP39,Canada,40,40
70932,Staphylococcus virus BS1,China,400,400
70933,Staphylococcus virus BS2,China,418,418
70934,Staphylococcus virus CSA13,South Korea,36,36
70935,Staphylococcus virus G1,China,826,826
70936,Staphylococcus virus G1,Georgia,1690,864
70937,Staphylococcus virus G15,China,2,2
70938,Staphylococcus virus Henu2,China,124,124
70939,Staphylococcus virus JD7,China,434,434
