Species,Collection_Date,Count
Marine virus AFVG_25M395,2019.0,1
Ljubljana dicistrovirus 1,2019.0,1
Lloviu cuevavirus,2019.0,3
Salmonella phage STWB21,2019.0,1
Marine virus AFVG_25M394,2019.0,1
Lonestar tick totivirus,2019.0,1
Long Pine Key virus,2019.0,1
Salmonella phage SP_Thor,2019.0,1
Salmonella phage SP4 SHa-2019,2019.0,1
Salmonella phage SP2 SHa-2019,2019.0,1
Marine virus AFVG_25M393,2019.0,1
Marine virus AFVG_25M392,2019.0,1
Longquan Niviventer coninga ledantevirus 1,2019.0,3
Lonicera maackii endornavirus,2019.0,1
Marine virus AFVG_25M391,2019.0,1
Salmonella phage UAB_1,2019.0,1
Little bittern circovirus,2019.0,1
Marine virus AFVG_25M40,2019.0,1
Marine virus AFVG_25M400,2019.0,1
Marine virus AFVG_25M417,2019.0,1
Marine virus AFVG_25M416,2019.0,1
Marine virus AFVG_25M415,2019.0,1
Marine virus AFVG_25M414,2019.0,1
Marine virus AFVG_25M413,2019.0,1
Marine virus AFVG_25M412,2019.0,1
Lihan uukuvirus,2019.0,49
Marine virus AFVG_25M411,2019.0,1
Lily alphaendornavirus,2019.0,1
Marine virus AFVG_25M410,2019.0,1
Marine virus AFVG_25M41,2019.0,1
Salmonella phage SE-SHZ-R,2019.0,1
Lily mottle virus,2019.0,1
Marine virus AFVG_25M408,2019.0,1
Marine virus AFVG_25M407,2019.0,1
Marine virus AFVG_25M406,2019.0,1
Liman tick virus,2019.0,1
Marine virus AFVG_25M405,2019.0,1
Marine virus AFVG_25M404,2019.0,1
Lishui pangolin virus,2019.0,2
Marine virus AFVG_25M403,2019.0,1
Marine virus AFVG_25M402,2019.0,1
Lisianthus enation leaf curl virus,2019.0,17
Marine virus AFVG_25M401,2019.0,1
Marine virus AFVG_25M409,2019.0,1
Grapevine asteroid mosaic associated virus,2019.0,10
Marine virus AFVG_25M159,2019.0,1
Mycobacterium phage Jorgensen,2019.0,2
Flumine nodavirus 27,2019.0,1
Peanut stunt virus,2019.0,12
Flumine nodavirus 28,2019.0,1
Flumine nodavirus 3,2019.0,1
Flumine nodavirus 4,2019.0,1
Flumine nodavirus 5,2019.0,1
Strawberry virus 2,2019.0,2
Flumine nodavirus 6,2019.0,1
Strawberry vein banding virus,2019.0,7
Flumine nodavirus 7,2019.0,1
Peanut mottle virus,2019.0,9
Flumine nodavirus 26,2019.0,1
Flumine nodavirus 8,2019.0,1
Flumine partitivirus 1,2019.0,1
Flumine partitivirus 2,2019.0,1
Flumine partitivirus 3,2019.0,1
Peach virus T,2019.0,1
Peach leaf pitting-associated virus,2019.0,1
Strawberry polerovirus 1,2019.0,8
Flumine parvovirus 1,2019.0,1
Flumine parvovirus 10,2019.0,1
Flumine parvovirus 11,2019.0,1
Flumine parvovirus 12,2019.0,1
Flumine parvovirus 13,2019.0,1
Flumine nodavirus 9,2019.0,1
Strawberry pallidosis-associated virus,2019.0,2
Flumine nodavirus 25,2019.0,1
Flumine nodavirus 23,2019.0,1
Flumine noda-like virus 44,2019.0,1
Flumine noda-like virus 45,2019.0,1
Flumine noda-like virus 46,2019.0,1
Flumine noda-like virus 5,2019.0,1
Flumine noda-like virus 6,2019.0,1
Flumine noda-like virus 7,2019.0,1
Flumine noda-like virus 8,2019.0,1
Flumine noda-like virus 9,2019.0,1
Flumine nodavirus 1,2019.0,1
Flumine nodavirus 10,2019.0,1
Flumine nodavirus 11,2019.0,1
Flumine nodavirus 24,2019.0,1
Flumine nodavirus 12,2019.0,1
Flumine nodavirus 14,2019.0,1
Flumine nodavirus 15,2019.0,1
Flumine nodavirus 16,2019.0,1
Flumine nodavirus 17,2019.0,1
Flumine nodavirus 18,2019.0,1
Flumine nodavirus 19,2019.0,1
Porcine circovirus 1,2019.0,2
Flumine nodavirus 2,2019.0,1
Flumine nodavirus 20,2019.0,1
Flumine nodavirus 21,2019.0,1
Flumine nodavirus 22,2019.0,1
Flumine nodavirus 13,2019.0,1
Flumine noda-like virus 43,2019.0,1
Flumine parvovirus 14,2019.0,1
Flumine parvovirus 16,2019.0,1
Flumine picornavirus 5,2019.0,1
Flumine picornavirus 6,2019.0,1
Flumine picornavirus 7,2019.0,1
Flumine picornavirus 8,2019.0,1
Flumine picornavirus 9,2019.0,1
Flumine podo-like phage 1,2019.0,1
Flumine polycipvirus 1,2019.0,1
Flumine seco-like virus 1,2019.0,1
Flumine seco-like virus 2,2019.0,1
Flumine seco-like virus 3,2019.0,1
Flumine seco-like virus 4,2019.0,1
Flumine picornavirus 4,2019.0,1
Flumine seco-like virus 5,2019.0,1
Flumine sobemo-like virus 1,2019.0,1
Flumine sobemo-like virus 10,2019.0,1
Flumine sobemo-like virus 11,2019.0,1
Strawberry crinkle cytorhabdovirus,2019.0,3
Flumine sobemo-like virus 12,2019.0,1
Flumine sobemo-like virus 13,2019.0,1
Flumine sobemo-like virus 14,2019.0,1
Pea streak virus,2019.0,3
Flumine sobemo-like virus 15,2019.0,1
Flumine sobemo-like virus 16,2019.0,1
Strawberry crinivirus 4,2019.0,1
Flumine sipho-like phage 1,2019.0,1
Flumine parvovirus 15,2019.0,1
Flumine picornavirus 3,2019.0,1
Flumine picornavirus 14,2019.0,1
Peach latent mosaic viroid,2019.0,4
Flumine parvovirus 17,2019.0,1
Flumine parvovirus 18,2019.0,1
Flumine parvovirus 19,2019.0,1
Flumine parvovirus 2,2019.0,1
Strawberry mottle virus,2019.0,2
Flumine parvovirus 20,2019.0,1
Flumine parvovirus 21,2019.0,1
Flumine parvovirus 3,2019.0,1
Flumine parvovirus 4,2019.0,1
Flumine parvovirus 5,2019.0,1
Flumine picornavirus 2,2019.0,1
Flumine parvovirus 6,2019.0,1
Peach associated luteovirus,2019.0,10
Strawberry mild yellow edge virus,2019.0,3
Flumine parvovirus 8,2019.0,1
Flumine parvovirus 9,2019.0,1
Flumine peribunya-like virus 1,2019.0,1
Flumine picorna-like virus 1,2019.0,1
Flumine picornavirus 1,2019.0,1
Flumine picornavirus 10,2019.0,1
Flumine picornavirus 11,2019.0,1
Flumine picornavirus 12,2019.0,1
Flumine picornavirus 13,2019.0,1
Flumine parvovirus 7,2019.0,1
Flumine noda-like virus 42,2019.0,1
Flumine noda-like virus 41,2019.0,1
Flumine noda-like virus 40,2019.0,1
Flumine narna-like virus 5,2019.0,1
Streptomyces phage Jada,2019.0,1
Flumine narna-like virus 50,2019.0,1
Streptomyces phage Itza,2019.0,1
Flumine narna-like virus 51,2019.0,1
Streptomyces phage Ignacio,2019.0,1
Flumine narna-like virus 52,2019.0,1
Flumine narna-like virus 53,2019.0,1
Flumine narna-like virus 54,2019.0,1
Flumine narna-like virus 55,2019.0,1
Streptomyces phage Hippo,2019.0,1
Flumine narna-like virus 49,2019.0,1
Flumine narna-like virus 56,2019.0,1
Flumine narna-like virus 58,2019.0,1
Flumine narna-like virus 59,2019.0,1
Streptomyces phage HFrancette,2019.0,1
Pegivirus C,2019.0,7
Flumine narna-like virus 6,2019.0,1
Flumine narna-like virus 7,2019.0,1
Flumine narna-like virus 8,2019.0,1
Flumine narna-like virus 9,2019.0,1
Flumine noda-like virus 1,2019.0,1
Streptomyces phage Galactica,2019.0,1
Streptomyces phage FrodoSwaggins,2019.0,1
Flumine narna-like virus 57,2019.0,1
Flumine noda-like virus 10,2019.0,1
Streptomyces phage JimJam,2019.0,1
Flumine narna-like virus 47,2019.0,1
Penoulivirus epsilonplasmoparae,2019.0,1
Penoulivirus deltaplasmoparae,2019.0,1
Penaeus vannamei nucleopolyhedrovirus,2019.0,1
Streptomyces phage Muntaha,2019.0,1
Streptomyces phage MulchMansion,2019.0,1
Flumine narna-like virus 35,2019.0,1
Flumine narna-like virus 36,2019.0,1
Streptomyces phage MindFlayer,2019.0,1
Flumine narna-like virus 37,2019.0,1
Streptomyces phage MeganTheeKilla,2019.0,1
Flumine narna-like virus 38,2019.0,1
Flumine narna-like virus 48,2019.0,1
Pelargonium flower break virus,2019.0,4
Flumine narna-like virus 4,2019.0,1
Flumine narna-like virus 40,2019.0,1
Flumine narna-like virus 41,2019.0,1
Flumine narna-like virus 42,2019.0,1
Streptomyces phage LilMartin,2019.0,1
Flumine narna-like virus 43,2019.0,1
Flumine narna-like virus 44,2019.0,1
Flumine narna-like virus 45,2019.0,1
Flumine narna-like virus 46,2019.0,1
Streptomyces phage Keanu,2019.0,1
Streptomyces phage Karp,2019.0,1
Flumine narna-like virus 39,2019.0,1
Streptomyces phage FidgetOrca,2019.0,1
Streptomyces phage Faust,2019.0,1
Flumine noda-like virus 11,2019.0,1
Flumine noda-like virus 26,2019.0,1
Flumine noda-like virus 27,2019.0,1
Flumine noda-like virus 28,2019.0,1
Flumine noda-like virus 29,2019.0,1
Pectobacterium phage vB_ParM-25,2019.0,1
Flumine noda-like virus 3,2019.0,1
Streptomyces phage Belfort,2019.0,1
Flumine noda-like virus 30,2019.0,1
Flumine noda-like virus 31,2019.0,1
Streptomyces phage Battuta,2019.0,1
Flumine noda-like virus 32,2019.0,1
Flumine noda-like virus 25,2019.0,1
Flumine noda-like virus 33,2019.0,1
Pectobacterium phage Bobbio,2019.0,1
Flumine noda-like virus 34,2019.0,1
Porcine circovirus,2019.0,11
Pearl gentian grouper nervous necrosis virus,2019.0,2
Pear chlorotic leaf spot-associated emaravirus,2019.0,23
Flumine noda-like virus 35,2019.0,1
Flumine noda-like virus 36,2019.0,1
Flumine noda-like virus 37,2019.0,1
Flumine noda-like virus 38,2019.0,1
Flumine noda-like virus 39,2019.0,1
Flumine noda-like virus 4,2019.0,1
Pectobacterium phage Cornix,2019.0,1
Porcine bocavirus,2019.0,2
Flumine noda-like virus 24,2019.0,1
Flumine noda-like virus 23,2019.0,1
Streptomyces phage Esketit,2019.0,1
Streptomyces phage Emma1919,2019.0,1
Streptomyces phage Eklok,2019.0,1
Flumine noda-like virus 12,2019.0,1
Flumine noda-like virus 13,2019.0,1
Streptomyces phage Eastland,2019.0,1
Flumine noda-like virus 14,2019.0,1
Streptomyces phage Dwayne,2019.0,1
Flumine noda-like virus 15,2019.0,1
Flumine noda-like virus 16,2019.0,1
Pegivirus A,2019.0,23
Flumine noda-like virus 17,2019.0,1
Flumine noda-like virus 18,2019.0,1
Flumine noda-like virus 19,2019.0,1
Pedilanthus leaf curl virus,2019.0,1
Streptomyces phage Cumberbatch,2019.0,1
Pectobacterium phage vB_PcaM_P7_Pc,2019.0,1
Streptomyces phage Cross,2019.0,1
Flumine noda-like virus 2,2019.0,1
Streptomyces phage CricKo,2019.0,1
Streptomyces phage ClubPenguin,2019.0,1
Flumine noda-like virus 20,2019.0,1
Flumine noda-like virus 21,2019.0,1
Streptomyces phage Chucky,2019.0,1
Flumine noda-like virus 22,2019.0,1
Flumine sobemo-like virus 17,2019.0,1
Flumine sobemo-like virus 18,2019.0,1
Pea seed-borne mosaic virus,2019.0,7
Flumine sobemo-like virus 19,2019.0,1
Flumine tombus-like virus 43,2019.0,1
Flumine tombus-like virus 44,2019.0,1
Flumine tombus-like virus 45,2019.0,1
Flumine tombus-like virus 46,2019.0,1
Flumine tombus-like virus 47,2019.0,1
Flumine tombus-like virus 48,2019.0,1
Flumine tombus-like virus 49,2019.0,1
Flumine tombus-like virus 5,2019.0,1
Flumine tombus-like virus 50,2019.0,1
Papaya meleira virus,2019.0,1
Papaya leaf distortion mosaic virus,2019.0,2
Flumine tombus-like virus 42,2019.0,1
Flumine tombus-like virus 51,2019.0,1
Flumine tombus-like virus 53,2019.0,1
Flumine tombus-like virus 54,2019.0,1
Flumine tombus-like virus 55,2019.0,1
Flumine tombus-like virus 56,2019.0,1
Flumine tombus-like virus 57,2019.0,1
Papaya leaf curl virus,2019.0,2
Staphylococcus phage vB_SepS_BE02,2019.0,1
Papaya leaf curl betasatellite,2019.0,1
Staphylococcus phage vB_SepS_BE01,2019.0,1
Staphylococcus phage vB_SepP_BE03,2019.0,1
Staphylococcus phage vB_SepM_BE09,2019.0,1
Flumine tombus-like virus 52,2019.0,1
Staphylococcus phage vB_SepM_BE08,2019.0,1
Flumine tombus-like virus 41,2019.0,1
Flumine tombus-like virus 4,2019.0,1
Flumine tombus-like virus 26,2019.0,1
Staphylococcus virus pSp_SNUABM-S,2019.0,1
Staphylococcus virus pSp_SNUABM-J,2019.0,1
Porcine teschovirus 22,2019.0,1
Flumine tombus-like virus 27,2019.0,1
Porcine teschovirus 23,2019.0,1
Paper mulberry mosaic-associated virus,2019.0,1
Papaya virus Q,2019.0,3
Flumine tombus-like virus 28,2019.0,1
Pseudomonas phage SoKa,2019.0,1
Flumine tombus-like virus 3,2019.0,1
Flumine tombus-like virus 40,2019.0,1
Flumine tombus-like virus 30,2019.0,1
Flumine tombus-like virus 31,2019.0,1
Flumine tombus-like virus 32,2019.0,1
Flumine tombus-like virus 33,2019.0,1
Flumine tombus-like virus 34,2019.0,1
Flumine tombus-like virus 35,2019.0,1
Flumine tombus-like virus 36,2019.0,1
Flumine tombus-like virus 37,2019.0,1
Flumine tombus-like virus 38,2019.0,1
Flumine tombus-like virus 39,2019.0,1
Papaya ringspot virus,2019.0,40
Porcupine astrovirus 1,2019.0,1
Porcine torovirus,2019.0,9
Papaya leaf curl Guandong virus,2019.0,1
Staphylococcus phage vB_SepM_BE07,2019.0,1
Papaya leaf curl Faridabad betasatellite,2019.0,1
Flumine virga-like virus 1,2019.0,1
Flumine virga-like virus 2,2019.0,1
Foot-and-mouth disease virus,2019.0,214
Pangolin pestivirus 1,2019.0,1
Pangolin pestivirus,2019.0,1
Pangolin hunnivirus,2019.0,1
Pangolin coronavirus GZ5-2,2019.0,2
Pangolin coronavirus,2019.0,8
Pandoravirus persephone,2019.0,1
Pandoravirus hades,2019.0,1
Potato aucuba mosaic virus,2019.0,2
Flumine tombus-like virus 9,2019.0,1
Staphylococcus phage vB_SauH_SAP1,2019.0,1
Fowl adenovirus,2019.0,27
Paenibacillus phage Riker,2019.0,1
Paenibacillus phage Picard,2019.0,1
Potato leafroll virus,2019.0,16
Fowl aviadenovirus A,2019.0,45
Oyster mushroom spherical virus,2019.0,1
Oyosh tombus-like virus,2019.0,1
Fowl aviadenovirus B,2019.0,20
Ovine parainfluenza virus 3,2019.0,1
Ovine mastadenovirus A,2019.0,3
Fowl aviadenovirus C,2019.0,51
Palyam virus,2019.0,1
Flumine tombus-like virus 8,2019.0,1
Posavirus 3,2019.0,1
Flumine tombus-like virus 7,2019.0,1
Papaya leaf curl China virus,2019.0,1
Papaya leaf crumple virus,2019.0,1
Papaya cytorhabdovirus,2019.0,1
Staphylococcus phage vB_SepM_BE06,2019.0,1
Staphylococcus phage vB_SepM_BE05,2019.0,1
Papaya chlorotic spot associated virus,2019.0,1
Pantoea phage vB_PdiM_F5M2A,2019.0,1
Pantoea phage vB_PdeP_F5M1C,2019.0,1
Pantoea phage vB_PdeP_F2M1C,2019.0,1
Pantoea phage vB_PdeP_F1M1C,2019.0,1
Staphylococcus phage vB_SepM_BE04,2019.0,1
Pangolin respirovirus,2019.0,1
Posavirus 1,2019.0,4
Pangolin pestivirus 4,2019.0,2
Pangolin pestivirus 3,2019.0,2
Pangolin pestivirus 2,2019.0,1
Flumine tombus-like virus 58,2019.0,1
Staphylococcus phage vB_SauP-436A1,2019.0,1
Flumine tombus-like virus 59,2019.0,1
Flumine tombus-like virus 6,2019.0,1
Flumine tombus-like virus 60,2019.0,1
Flumine tombus-like virus 61,2019.0,1
Flumine tombus-like virus 62,2019.0,1
Flumine tombus-like virus 63,2019.0,1
Flumine tombus-like virus 64,2019.0,1
Porcine teschovirus 21,2019.0,1
Penoulivirus gammaplasmoparae,2019.0,1
Flumine tombus-like virus 25,2019.0,1
Flumine tombus-like virus 23,2019.0,1
Stenotrophomonas phage Siara,2019.0,1
Stenotrophomonas phage Salva,2019.0,1
Stenotrophomonas phage Ptah,2019.0,1
Stenotrophomonas phage Piffle,2019.0,1
Stenotrophomonas phage Philippe,2019.0,1
Stenotrophomonas phage Pepon,2019.0,1
Stenotrophomonas phage Paxi,2019.0,1
Pea enation mosaic virus 1,2019.0,15
Stenotrophomonas phage Marzo,2019.0,1
Flumine sobemo-like virus 37,2019.0,1
Porcine circovirus 3,2019.0,125
Stenotrophomonas phage Silvanus,2019.0,1
Stenotaphrum nepovirus,2019.0,6
Flumine sobemo-like virus 39,2019.0,1
Flumine sobemo-like virus 4,2019.0,1
Flumine sobemo-like virus 5,2019.0,1
Stenella coeruleoalba alphaherpesvirus 1,2019.0,1
Flumine sobemo-like virus 6,2019.0,1
Flumine sobemo-like virus 7,2019.0,1
Flumine sobemo-like virus 8,2019.0,1
Flumine sobemo-like virus 9,2019.0,1
Flumine toga-like virus 1,2019.0,1
Pastinaca cytorhabdovirus 1,2019.0,1
Flumine toga-like virus 2,2019.0,1
Flumine sobemo-like virus 38,2019.0,1
Porcine circovirus 4,2019.0,14
Stenotrophomonas phage Sonora,2019.0,1
Stenotrophomonas phage Suso,2019.0,1
Pea necrotic yellow dwarf virus,2019.0,18
Flumine sobemo-like virus 2,2019.0,1
Flumine sobemo-like virus 20,2019.0,1
Flumine sobemo-like virus 21,2019.0,1
Flumine sobemo-like virus 22,2019.0,1
Flumine sobemo-like virus 23,2019.0,1
Flumine sobemo-like virus 24,2019.0,1
Flumine sobemo-like virus 25,2019.0,1
Flumine sobemo-like virus 26,2019.0,1
Porcine circovirus 2,2019.0,641
Flumine sobemo-like virus 27,2019.0,1
Stenotrophomonas phage Summit,2019.0,1
Flumine sobemo-like virus 28,2019.0,1
Flumine sobemo-like virus 3,2019.0,1
Flumine sobemo-like virus 30,2019.0,1
Flumine sobemo-like virus 31,2019.0,1
Flumine sobemo-like virus 32,2019.0,1
Flumine sobemo-like virus 33,2019.0,1
Flumine sobemo-like virus 34,2019.0,1
Pea enation mosaic virus satellite RNA,2019.0,7
Pea enation mosaic virus 2,2019.0,24
Flumine sobemo-like virus 35,2019.0,1
Flumine sobemo-like virus 36,2019.0,1
Stenotrophomonas phage Suzuki,2019.0,1
Flumine sobemo-like virus 29,2019.0,1
Passion fruit yellow mosaic virus,2019.0,1
Passion fruit green spot virus,2019.0,2
Passiflora latent virus,2019.0,1
Flumine tombus-like virus 12,2019.0,1
Porcine parvovirus 3,2019.0,1
Porcine parvovirus 5,2019.0,4
Flumine tombus-like virus 13,2019.0,1
Porcine reproductive and respiratory syndrome virus,2019.0,748
Flumine tombus-like virus 14,2019.0,1
Flumine tombus-like virus 15,2019.0,1
Porcine respirovirus 1,2019.0,14
Flumine tombus-like virus 16,2019.0,1
Porcine respirovirus 2,2019.0,1
Paramyxoviridae sp.,2019.0,3
Flumine tombus-like virus 11,2019.0,1
Flumine tombus-like virus 17,2019.0,1
Flumine tombus-like virus 19,2019.0,1
Flumine tombus-like virus 2,2019.0,1
Flumine tombus-like virus 20,2019.0,1
Paracoccus phage vB_PmaP_KLEP18-1,2019.0,1
Porcine teschovirus 15,2019.0,3
Porcine teschovirus 16,2019.0,1
Flumine tombus-like virus 21,2019.0,1
Porcine teschovirus 17,2019.0,2
Porcine teschovirus 18,2019.0,1
Flumine tombus-like virus 22,2019.0,1
Porcine teschovirus 19,2019.0,2
Flumine tombus-like virus 18,2019.0,1
Porcine parvovirus 2,2019.0,2
Parapoxvirus sp.,2019.0,1
Pararheinheimera phage vB_PsoM_KLER1-1,2019.0,1
Porcine circovirus-like mini agent PCVL258,2019.0,4
Porcine circovirus-like mini agent PCVL264,2019.0,2
Flumine toga-like virus 3,2019.0,1
Flumine toga-like virus 4,2019.0,1
Porcine circovirus-like virus,2019.0,1
Flumine toga-like virus 5,2019.0,1
Porcine circovirus-like virus P1,2019.0,4
Passer domesticus herpesvirus,2019.0,1
Paslahepevirus balayani,2019.0,387
Parvovirus AH0225,2019.0,1
Partitiviridae sp.,2019.0,42
Porcine epidemic diarrhea virus,2019.0,216
Flumine toga-like virus 6,2019.0,1
Flumine tombus-like virus 1,2019.0,1
Porcine kirkovirus,2019.0,9
Flumine tombus-like virus 10,2019.0,1
Paris virus 1,2019.0,1
Paris potyvirus 4,2019.0,1
Paris nepovirus 1,2019.0,2
Paris mosaic necrosis virus,2019.0,3
Paris alphapartitivirus,2019.0,2
Parietaria mottle virus,2019.0,1
Parechovirus A,2019.0,65
Parechovirus 4,2019.0,1
Parechovirus 3,2019.0,2
Flumine tombus-like virus 24,2019.0,1
Pepino mosaic virus,2019.0,6
Flumine narna-like virus 34,2019.0,1
Pepper cryptic virus 1,2019.0,1
Phaseolus vulgaris alphaendornavirus 2,2019.0,2
Po-Circo-like virus,2019.0,3
Phascolarctid alphaherpesvirus 3,2019.0,1
Poaceae Liege nepovirus A,2019.0,7
Poaceae Liege virus 1,2019.0,2
Pod Pepper vein yellows virus-associated RNA,2019.0,1
Pod pepper vein yellows virus,2019.0,1
Phage toucan80,2019.0,1
Phage silverpheasant213,2019.0,1
Phage blackswan219-6,2019.0,1
Phage blackswan219-1,2019.0,1
Suid alphaherpesvirus 1,2019.0,89
Phaeoacremonium penoulivirus,2019.0,1
Pestivirus sp.,2019.0,2
Podoviridae sp.,2019.0,95
Flaviviridae sp.,2019.0,22
Sugarcane yellow leaf virus,2019.0,4
Sugarcane striate virus,2019.0,147
Pestivirus K,2019.0,41
Pestivirus I,2019.0,2
Pestivirus H,2019.0,20
Pestivirus D,2019.0,9
Pestivirus C,2019.0,167
Sugarcane streak mosaic virus,2019.0,41
Petunia vein clearing virus,2019.0,1
Pestivirus B,2019.0,6
Phasey bean mild yellows virus,2019.0,1
Phasey bean mild yellows virus-2,2019.0,1
Plasmopara viticola lesion associated narnavirus 14,2019.0,1
Plasmopara viticola lesion associated narnavirus 15,2019.0,1
Plasmopara viticola lesion associated narnavirus 2,2019.0,8
Plasmopara viticola lesion associated narnavirus 38,2019.0,2
Plasmopara viticola lesion associated narnavirus 9,2019.0,1
Plasmopara viticola lesion associated ourmia-like virus 32,2019.0,5
Plasmopara viticola lesion associated ourmia-like virus 86,2019.0,2
Plecoglossus altivelis poxvirus,2019.0,1
Phomopsis vexans ourmia-like virus 1,2019.0,1
Ferres luteo sobemo-like virus,2019.0,1
Ferret coronavirus,2019.0,42
Plum pox virus,2019.0,67
Phomopsis vexans fusarivirus 1,2019.0,1
Pleioblastus mosaic virus,2019.0,1
Plum bark necrosis stem pitting-associated virus,2019.0,3
Phipapillomavirus 1,2019.0,2
Phineus pisuviri-like virus 1,2019.0,1
Phenuiviridae sp.,2019.0,28
Suid betaherpesvirus 2,2019.0,7
Fig leaf mottle-associated virus 1,2019.0,4
Fig mild mottle-associated virus,2019.0,2
Fig mosaic emaravirus,2019.0,2
Phasmaviridae sp.,2019.0,1
Phasi Charoen-like phasivirus,2019.0,78
Phomopsis vexans endornavirus 1,2019.0,1
Pestivirus A,2019.0,397
Pestalotiopsis mitovirus 2,2019.0,1
Pestalotiopsis mitovirus 1,2019.0,1
Flumine Astrovirus 8,2019.0,1
Flumine Astrovirus 9,2019.0,1
Flumine Bastrovirus 1,2019.0,1
Flumine Bastrovirus 2,2019.0,1
Flumine Bastrovirus 3,2019.0,1
Flumine Bastrovirus 4,2019.0,1
Flumine birnavirus,2019.0,1
Sugarcane bacilliform virus,2019.0,4
Flumine botourmiavirus 1,2019.0,1
Flumine botourmiavirus 2,2019.0,1
Flumine botourmiavirus 3,2019.0,1
Flumine Astrovirus 7,2019.0,1
Flumine dicistrovirus 1,2019.0,1
Flumine dicistrovirus 10,2019.0,1
Flumine dicistrovirus 11,2019.0,1
Flumine dicistrovirus 12,2019.0,1
Flumine dicistrovirus 13,2019.0,1
Flumine dicistrovirus 14,2019.0,1
Flumine dicistrovirus 15,2019.0,1
Flumine dicistrovirus 16,2019.0,1
Flumine dicistrovirus 17,2019.0,1
Flumine dicistrovirus 18,2019.0,1
Flumine dicistrovirus 19,2019.0,1
Flumine dicistrovirus 2,2019.0,1
Podoviridae sp. ctwFJ1,2019.0,1
Flumine Astrovirus 6,2019.0,1
Flumine Astrovirus 5,2019.0,1
Flumine Astrovirus 4,2019.0,1
Pestalotiopsis fici hypovirus 1 satellite-like,2019.0,1
Pestalotiopsis fici hypovirus 1,2019.0,2
Pestalotiopsis deltaflexivirus 1,2019.0,1
Flumine Astrovirus 1,2019.0,1
Flumine Astrovirus 10,2019.0,1
Flumine Astrovirus 11,2019.0,1
Flumine Astrovirus 12,2019.0,1
Flumine Astrovirus 13,2019.0,1
Flumine Astrovirus 14,2019.0,1
Pestalotiopsis botourmiavirus 3,2019.0,1
Flumine Astrovirus 15,2019.0,1
Flumine Astrovirus 16,2019.0,1
Pestalotiopsis botourmiavirus 2,2019.0,1
Sugarcane mosaic virus,2019.0,45
Flumine Astrovirus 17,2019.0,1
Flumine Astrovirus 18,2019.0,1
Flumine Astrovirus 19,2019.0,1
Flumine Astrovirus 2,2019.0,1
Flumine Astrovirus 20,2019.0,1
Flumine Astrovirus 21,2019.0,1
Flumine Astrovirus 22,2019.0,1
Flumine Astrovirus 23,2019.0,1
Flumine Astrovirus 24,2019.0,1
Flumine Astrovirus 25,2019.0,1
Flumine Astrovirus 3,2019.0,1
Plasmopara viticola lesion associated monoambiguivirus 1,2019.0,1
Flumine dicistrovirus 20,2019.0,1
Plasmopara viticola lesion associated Partitivirus 10,2019.0,1
Feline paramyxovirus,2019.0,3
Escherichia phage vB_EcoP_LNA3,2019.0,1
Escherichia phage vB_EcoP_LNA5,2019.0,1
Synechococcus phage S-N03,2019.0,1
Synechococcus phage S-H9-2,2019.0,1
Synechococcus phage S-H9-1,2019.0,1
Synechococcus phage S-H38,2019.0,1
Synechococcus phage S-H34,2019.0,1
Synechococcus phage S-H25,2019.0,1
Escherichia phage vB_EcoS_ASO78B,2019.0,1
Escherichia phage vB_EcoS_AVIO78A,2019.0,1
Escherichia phage vB_EcoS_L-h 1M,2019.0,1
Escherichia phage vB_EcoP_Kapi1,2019.0,1
Picornaviridae sp.,2019.0,11
Picobirnavirus sp. gcode 6,2019.0,1
Escherichia phage vB_EcoS_XY1,2019.0,1
Escherichia phage vB_EcoS_XY2,2019.0,1
Escherichia phage vB_Eco_OMNI12,2019.0,1
Picobirnavirus sp.,2019.0,138
Swiper virus,2019.0,1
Piscine novirhabdovirus,2019.0,3
Escherichia virus F2,2019.0,2
Swine acute diarrhea syndrome coronavirus,2019.0,1
Escherichia virus KFS-EC3,2019.0,1
Escherichia virus Lambda,2019.0,4
Picornavirales sp.,2019.0,6
Sweet potato virus G,2019.0,31
Escherichia phage vB_EcoP-ZQ2,2019.0,1
Escherichia phage vB_EcoM_SCS57,2019.0,1
Piper yellow mottle virus,2019.0,50
Piper DNA virus 2,2019.0,28
Piper DNA virus 1,2019.0,12
Pineapple mealybug wilt-associated virus 6,2019.0,1
Pineapple mealybug wilt-associated virus 3,2019.0,2
Pineapple mealybug wilt-associated virus 2,2019.0,4
Pineapple mealybug wilt-associated virus 1,2019.0,7
Escherichia phage vB_EcoA_ASO2B,2019.0,1
Pin virus,2019.0,1
Pigeonpox virus,2019.0,10
Escherichia phage vB_EcoM-ZQ3,2019.0,1
Pigeon aviadenovirus A,2019.0,4
Escherichia phage vB_EcoM_ASO1A,2019.0,1
Escherichia phage vB_EcoM_ASO2A,2019.0,1
Escherichia phage vB_EcoM_ASO78A,2019.0,1
Escherichia phage vB_EcoM_C2-3,2019.0,1
Pigeonpea sterility mosaic emaravirus 2,2019.0,13
Escherichia phage vB_EcoM_LNA1,2019.0,1
Escherichia phage vB_EcoM_LNA2,2019.0,1
Escherichia phage vB_EcoM_LNA4,2019.0,1
Pigeonpea sterility mosaic emaravirus 1,2019.0,20
Pigeon-dominant Coronavirus,2019.0,36
Pigeon circovirus,2019.0,23
Escherichia phage vB_EcoM_PiR,2019.0,1
Escherichia phage vB_EcoM_ASO1B,2019.0,1
