Species,Host,Count
Wolbachia phage WO,Wolbachia endosymbiont of Lissorhoptrus oryzophilus,4
Wolbachia phage WO,Wolbachia endosymbiont of Mansonia indiana,3
Wolbachia phage WO,Wolbachia endosymbiont of Mansonia uniformis,2
Wolbachia phage WO,Wolbachia endosymbiont of Megalothorax incertus,3
Wolbachia phage WO,Wolbachia endosymbiont of Mesaphorura yosii,2
Wolbachia phage WO,Wolbachia endosymbiont of Muscidifurax uniraptor,2
Wolbachia phage WO,Wolbachia endosymbiont of Neoscona vigilans,3
Wolbachia phage WO,Wolbachia endosymbiont of Nephila clavata,1
Wolbachia phage WO,Wolbachia endosymbiont of Nilaparvata lugens,4
Wolbachia phage WO,Wolbachia endosymbiont of Nurscia albofasciata,1
Wolbachia phage WO,Wolbachia endosymbiont of Oxyopes sertatus,1
Wolbachia phage WO,Wolbachia endosymbiont of Philotrypesis pilosa,1
Wolbachia phage WO,Wolbachia endosymbiont of Philotrypesis sp. 1,1
Wolbachia phage WO,Wolbachia endosymbiont of Pholcus crypticolens,2
Wolbachia phage WO,Wolbachia endosymbiont of Prosoponoides sinensis,1
Wolbachia phage WO,Wolbachia endosymbiont of Sogatella furcifera,3
Wolbachia phage WO,Wolbachia endosymbiont of Supella longipalpa,1
Wolbachia phage WO,Wolbachia endosymbiont of Sycoscapter sp. 1,1
Wolbachia phage WO,Wolbachia endosymbiont of Trichogramma kaykai,1
Wolbachia phage WO,Wolbachia endosymbiont of Trichopria drosophilae,1
Wolbachia phage WO,Wolbachia endosymbiont of Tripteroides aranoides,1
Wolbachia phage WO,Wolbachia endosymbiont of Walkerella benjamini,1
Wolbachia phage WO,Wolbachia endosymbiont of Walkerella sp.,1
Wolbachia phage WO,Wolbachia pipientis,20
Wolbachia phage WO,Wolbachia sp.,127
Wolbachia phage WO,Wolbachia sp. wMel_AMD,2
Wolbachia phage WO,Wolbachia sp. wMel_KL,2
Wolbachia phage WO of Ariadne ariadne,Wolbachia,6
Wolbachia phage WO of Colias croceus,Wolbachia,19
Wolbachia phage WO of Delias agostina,Wolbachia,14
Wolbachia phage WO of Eurema blanda,Wolbachia,29
Wolbachia phage WO of Eurema hecabe,Wolbachia,14
Wolbachia phage WO of Isoteinon sp.,Wolbachia,10
Wolbachia phage WO of Junonia almana,Wolbachia,16
Wolbachia phage WO of Leptosia nina,Wolbachia,15
Wolbachia phage WO of Mycalesis francisca,Wolbachia,13
Wolbachia phage WO of Notocrypta sp.,Wolbachia,12
Wolbachia phage WO of Ochlodes thibetana,Wolbachia,8
Wolbachia phage WO of Parnassius stubbendorfii,Wolbachia,28
Wolbachia phage WO of Pseudozizeeria maha,Wolbachia,28
Wolbachia phage WO of Stichophthalma sp.,Wolbachia,8
Wolbachia phage WO of Vanessa indica,Wolbachia,13
Wolbachia phage WO of Ypthima praenubila,Wolbachia,14
Wolbachia phage WO of Ypthima sp.,Wolbachia,12
Wolbachia phage WOcauB1,Wolbachia sp. wCauB,1
Wolbachia phage sr1WOdamA,Wolbachia endosymbiont of Simulium squamosum,3
Wolvfec circovius,Gulo gulo,3
Wongabel hapavirus,Culicoides austropalpalis,2
Wongorr virus,Aedes notoscriptus,10
Wongorr virus,Culex annulirostris,8
Wongorr virus,Culicidae,1
Wongorr virus,Insecta,3
Wood duck chaphamaparvovirus,Chenonetta jubata,18
Wood duck megrivirus,Chenonetta jubata,7
Wood pigeon astrovirus,Anas acuta,1
Wood pigeon astrovirus,Columbidae,1
Wood pigeon astrovirus,Spatula clypeata,1
Wood pigeon astrovirus,Spilopelia senegalensis,1
Woodburn virus,Ixodes holocyclus,1
Woodchuck hepatitis virus,Marmota monax,30
Woodlouse hunter spider associated circular virus 1,Dysdera crocata,2
Woodlouse peropuvirus,Oniscidea,2
Woolly monkey hepatitis B virus,Lagothrix lagotricha,1
Wphvirus BPS13,Bacillus,2
Wphvirus hakuna,Bacillus thuringiensis serovar kurstaki,1
Wuchan romanomermis nematode virus 1,Nematoda,2
Wuchan romanomermis nematode virus 3,Nematoda,4
Wuchang Cockroach Virus 2,Blattella germanica,1
Wuchang arlivirus,Nematoda,2
Wuchang cockroach Virus 4,Blattodea,2
Wuchang cockroach orthophasmavirus 1,Blattella germanica,6
Wuchang virus,Odonata,1
Wufeng Apodemus chevrieri jeilongvirus 1,Apodemus chevrieri,1
Wufeng Blarinella griselda pegivirus 1,Blarinella griselda,1
Wufeng Chodsigoa smithii henipavirus 1,Chodsigoa smithii,1
Wufeng Chodsigoa smithii orthohantavirus 1,Chodsigoa smithii,3
Wufeng Crocidura attenuata henipavirus 1,Crocidura attenuata,1
Wufeng Crocidura attenuata orthohepadnavirus 1,Crocidura attenuata,1
Wufeng Crocidura attenuata orthonairovirus 1,Crocidura attenuata,3
Wufeng Crocidura attenuata pegivirus 1,Crocidura attenuata,1
Wufeng Eothenomys melanogaster jeilongvirus 1,Eothenomys melanogaster,1
Wufeng Murina leucogaster paramyxovirus 1,Murina leucogaster,1
Wufeng Myotis altarium paramyxovirus 1,Myotis altarium,1
Wufeng Myotis altarium vesiculovirus 1,Myotis altarium,1
Wufeng Niviventer fulvescens hepacivirus 1,Niviventer fulvescens,1
Wufeng Niviventer fulvescens morbillivirus 1,Niviventer fulvescens,1
Wufeng Niviventer fulvescens orthohantavirus 1,Niviventer fulvescens,3
Wufeng Niviventer fulvescens pegivirus 1,Niviventer fulvescens,1
Wufeng Niviventer niviventer hepacivirus 1,Niviventer niviventer,1
Wufeng Niviventer niviventer mammarenavirus 1,Niviventer niviventer,2
Wufeng Niviventer niviventer orthohantavirus 1,Niviventer niviventer,3
Wufeng Niviventer niviventer pegivirus 1,Niviventer niviventer,1
Wufeng Rattus nitidus jeilongvirus 1,Rattus nitidus,1
Wufeng Rhinolophus pearsonii mammarenavirus 1,Rhinolophus pearsonii,2
Wufeng Rhinolophus pearsonii paramyxovirus 1,Rhinolophus pearsonii,1
Wufeng Rhinolophus pearsonii tupavirus 1,Rhinolophus pearsonii,1
Wufeng Rhinolophus sinicus hepacivirus 1,Rhinolophus sinicus,1
Wufeng Rhinolophus sinicus orthohepadnavirus 1,Rhinolophus sinicus,1
Wufeng Rhinolophus sinicus rubulavirus 1,Rhinolophus sinicus,1
Wufeng Typhlomys cinereus hepacivirus 1,Typhlomys cinereus,1
Wufeng Typhlomys cinereus hepacivirus 2,Typhlomys cinereus,1
Wufeng Typhlomys cinereus hepacivirus 3,Typhlomys cinereus,1
Wufeng Typhlomys cinereus jeilongvirus 1,Typhlomys cinereus,1
Wuhan 4 insect cytorhabdovirus,Hyalopterus pruni,2
Wuhan 5 insect cytorhabdovirus,Hyalopterus pruni,2
Wuhan 6 insect cytorhabdovirus,Hyalopterus pruni,2
Wuhan Ant Virus,Camponotus japonicus,2
Wuhan Fly Virus 3,Musca domestica,1
Wuhan Insect virus 1,Asellus,2
Wuhan Insect virus 3,Asellus,2
Wuhan Insect virus 7,Hyalopterus pruni,2
Wuhan Louse Fly Virus 1,Hippoboscoidea,3
Wuhan Louse Fly Virus 11,Hippoboscidae,1
Wuhan Louse Fly Virus 2,Hippoboscoidea,2
Wuhan Louse Fly Virus 3,Hippoboscoidea,1
Wuhan Louse Fly Virus 4,Hippoboscoidea,1
Wuhan Louse Fly Virus 8,Hippoboscidae,1
Wuhan Millipede Virus 1,Diplopoda,1
Wuhan Millipede Virus 1,Polydesmidae,1
Wuhan Millipede virus 4,Dermaptera,8
Wuhan Millipede virus 4,Diplopoda,4
Wuhan Mosquito Virus 3,Culex tritaeniorhynchus,2
Wuhan Mosquito Virus 4,Culex,1
Wuhan Mosquito Virus 4,Culex pipiens,2
Wuhan Mosquito Virus 4,Culex quinquefasciatus,4
Wuhan Mosquito Virus 4,Culex tritaeniorhynchus,1
Wuhan Mosquito Virus 4,Culicidae,6
Wuhan Mosquito Virus 5,Anopheles sinensis,1
Wuhan Mosquito Virus 5,Culex tritaeniorhynchus,1
Wuhan Mosquito Virus 5,Culicidae,1
Wuhan Mosquito Virus 6,Culex,1
Wuhan Mosquito Virus 6,Culex australicus,18
Wuhan Mosquito Virus 6,Culex globocoxitus,18
Wuhan Mosquito Virus 6,Culex pipiens,1
Wuhan Mosquito Virus 6,Culex quinquefasciatus,7
Wuhan Mosquito Virus 6,Culex tarsalis,105
Wuhan Mosquito Virus 6,Culicidae,1
Wuhan Mosquito Virus 6,Haemagogus,1
Wuhan Mosquito Virus 7,Anopheles sinensis,1
Wuhan Mosquito Virus 7,Culex pipiens,1
Wuhan Mosquito Virus 7,Culex tritaeniorhynchus,1
Wuhan Mosquito Virus 9,Culex tritaeniorhynchus,3
Wuhan Mosquito Virus 9,Culicidae,1
Wuhan Mothfly Virus,Psychoda alternata,1
Wuhan Spider Virus,Neoscona nautica,1
Wuhan alpharicinrhavirus,Boophilus,1
Wuhan alpharicinrhavirus,Dermacentor marginatus,3
Wuhan alpharicinrhavirus,Haemaphysalis longicornis,2
Wuhan alpharicinrhavirus,Rhipicephalus annulatus,1
Wuhan alpharicinrhavirus,Rhipicephalus microplus,16
Wuhan aphid virus 1,Hyalopterus pruni,8
Wuhan aphid virus 1,Neohydatothrips variabilis,4
Wuhan aphid virus 1,Rhopalosiphum maidis,4
Wuhan aphid virus 2,Hyalopterus pruni,8
Wuhan aphid virus 2,Pisum sativum,4
Wuhan arthropod virus 1,Hexapoda,2
Wuhan arthropod virus 2,Hexapoda,1
Wuhan arthropod virus 2,Myriapoda,3
Wuhan arthropod virus 3,Hexapoda,2
Wuhan arthropod virus 4,Hexapoda,4
Wuhan ascaridia galli virus 1,Toxocara,1
Wuhan asiatic toad astrovirus,Bufo gargarizans,1
Wuhan asiatic toad influenza virus,Bufo gargarizans,6
Wuhan astro-like virus,Acheilognathus macropterus,1
Wuhan carp Isavirus 1,Carassius auratus,1
Wuhan carp Isavirus 2,Carassius auratus,1
Wuhan carp calicivirus 1,Carassius auratus,1
Wuhan carp calicivirus 2,Carassius auratus,1
Wuhan carp picornavirus,Carassius auratus,1
Wuhan centipede virus,Otostigmus scaber,2
Wuhan coneheads virus 1,Neoconocephalus,1
Wuhan coneheads virus 1,Orthoptera,2
Wuhan coneheads virus 2,Neoconocephalus,1
Wuhan coneheads virus 2,Orthoptera,2
Wuhan cricket virus,Conocephalus,8
Wuhan cricket virus 2,Gryllidae,12
Wuhan cricket virus 2,Orthoptera,6
Wuhan flea virus,Ctenocephalides felis,8
Wuhan fly virus 4,Diptera,2
Wuhan fly virus 5,Diptera,4
Wuhan fly virus 5,Neohydatothrips variabilis,1
Wuhan fly virus 6,Diptera,1
Wuhan fly virus 6,Trichonephila clavipes,2
Wuhan heteroptera virus 1,Arthropoda,2
Wuhan heteroptera virus 1,Heteroptera,1
Wuhan heteroptera virus 2,Arthropoda,4
Wuhan heteroptera virus 2,Heteroptera,2
Wuhan heteroptera virus 2,Tetragnatha maxillosa,2
Wuhan heteroptera virus 3,Arthropoda,10
Wuhan heteroptera virus 3,Heteroptera,20
Wuhan horsefly Virus 3,Tabanidae,2
Wuhan house centipede virus 1,Araneae,1
Wuhan house centipede virus 1,Arthropoda,1
Wuhan house centipede virus 1,Hexapoda,1
Wuhan house centipede virus 1,Scutigera coleoptrata,2
Wuhan house centipede virus 1,Sitobion avenae,1
Wuhan house centipede virus 2,Arthropoda,2
Wuhan house centipede virus 2,Scutigera coleoptrata,1
Wuhan house centipede virus 3,Arthropoda,1
Wuhan house centipede virus 3,Scutigera coleoptrata,2
Wuhan house centipede virus 4,Arthropoda,2
Wuhan house centipede virus 4,Scutigera coleoptrata,4
Wuhan house centipede virus 5,Scutigera coleoptrata,4
Wuhan house centipede virus 6,Arthropoda,2
Wuhan house centipede virus 6,Astacoidea,2
Wuhan house centipede virus 6,Diplopoda,4
Wuhan house centipede virus 6,Diptera,2
Wuhan house centipede virus 6,Myriapoda,2
Wuhan house centipede virus 6,Odonata,2
Wuhan house centipede virus 6,Scutigera coleoptrata,2
Wuhan house centipede virus 7,Scutigera coleoptrata,1
Wuhan house centipede virus 8,Scutigera coleoptrata,1
Wuhan house centipede virus 9,Arthropoda,2
Wuhan house centipede virus 9,Scutigera coleoptrata,1
Wuhan insect virus 10,Hexapoda,2
Wuhan insect virus 11,Arthropoda,1
Wuhan insect virus 11,Astacoidea,2
Wuhan insect virus 11,Insecta,1
Wuhan insect virus 11,Orthoptera,1
Wuhan insect virus 12,Arthropoda,2
Wuhan insect virus 12,Insecta,1
Wuhan insect virus 13,Hexapoda,2
Wuhan insect virus 16,Arthropoda,2
Wuhan insect virus 16,Insecta,2
Wuhan insect virus 17,Insecta,2
Wuhan insect virus 18,Hexapoda,2
Wuhan insect virus 19,Hexapoda,2
Wuhan insect virus 20,Hexapoda,2
Wuhan insect virus 21,Fabaceae,2
Wuhan insect virus 21,Hexapoda,4
Wuhan insect virus 21,Neohydatothrips variabilis,1
Wuhan insect virus 21,Pisum sativum,1
Wuhan insect virus 21,Sitobion avenae,2
Wuhan insect virus 22,Araneae,2
Wuhan insect virus 22,Arthropoda,4
Wuhan insect virus 22,Insecta,2
Wuhan insect virus 23,Araneae,1
Wuhan insect virus 23,Culex pipiens,1
Wuhan insect virus 23,Culicidae,1
Wuhan insect virus 23,Hexapoda,4
Wuhan insect virus 24,Hexapoda,1
Wuhan insect virus 25,Hexapoda,1
Wuhan insect virus 26,Insecta,2
Wuhan insect virus 27,Insecta,2
Wuhan insect virus 28,Insecta,2
Wuhan insect virus 29,Insecta,1
Wuhan insect virus 30,Insecta,3
Wuhan insect virus 31,Insecta,2
Wuhan insect virus 33,Aedes aegypti,1
Wuhan insect virus 33,Argiope bruennichi,1
Wuhan insect virus 33,Arthropoda,1
Wuhan insect virus 33,Hexapoda,2
Wuhan insect virus 33,Scutigera coleoptrata,1
Wuhan insect virus 34,Hexapoda,2
Wuhan insect virus 35,Hexapoda,4
Wuhan insect virus 8,Hexapoda,2
Wuhan insect virus 9,Hexapoda,2
Wuhan japanese halfbeak astrovirus,Hyporhamphus sajori,1
Wuhan large pig roundworm virus,Homo sapiens,2
Wuhan large pig roundworm virus 1,Ascaris suum,4
Wuhan ledantevirus,Hippoboscidae,2
Wuhan millipede virus 3,Diplopoda,2
Wuhan mivirus,Boophilus,1
Wuhan mivirus,Haemaphysalis hystricis,1
Wuhan mivirus,Haemaphysalis longicornis,3
Wuhan mivirus,Rhipicephalus microplus,4
Wuhan mosquito orthophasmavirus 1,Anopheles sinensis,1
Wuhan mosquito orthophasmavirus 1,Culex tritaeniorhynchus,6
Wuhan mosquito orthophasmavirus 1,Culicidae,8
Wuhan mosquito orthophasmavirus 2,Culex tritaeniorhynchus,6
Wuhan mosquito orthophasmavirus 2,Culicidae,1
Wuhan nido-like virus 1,Diptera,2
Wuhan pillworm virus 1,Myriapoda,6
Wuhan pillworm virus 2,Myriapoda,3
Wuhan pillworm virus 3,Myriapoda,4
Wuhan pillworm virus 4,Myriapoda,1
Wuhan poty-like virus 1,Stylommatophora,2
Wuhan redfin culter dimarhabodovirus,Chanodichthys erythropterus,1
Wuhan sharpbelly calicivirus,Hemiculter leucisculus,1
Wuhan sharpbelly picornavirus 1,Hemiculter leucisculus,1
Wuhan sharpbelly picornavirus 2,Hemiculter leucisculus,1
Wuhan sharpbelly picornavirus 3,Hemiculter leucisculus,1
Wuhan sigmavirus,Diptera,1
Wuhan sigmavirus,Musca domestica,2
Wuhan snail virus 2,Stylommatophora,2
Wuhan spider virus 10,Araneae,1
Wuhan spider virus 10,Culex pipiens,1
Wuhan spider virus 10,Hexapoda,1
Wuhan spider virus 2,Araneae,2
Wuhan spider virus 3,Araneae,2
Wuhan spider virus 4,Araneae,2
Wuhan spider virus 5,Araneae,2
Wuhan spider virus 6,Araneae,2
Wuhan spider virus 7,Araneae,2
Wuhan spider virus 8,Araneae,2
Wuhan spider virus 9,Araneae,2
Wuhan spiny eel calicivirus 1,Macrognathus aculeatus,1
Wuhan spiny eel calicivirus 2,Macrognathus aculeatus,1
Wuhan spiny eel influenza virus,Macrognathus aculeatus,8
Wuhan spirurian nematodes virus 1,Nematoda,2
Wuhan yingvirus,Hexapoda,4
Wuhu Rhabd tick virus 1,Ixodes persulcatus,1
Wuhu tick virus 1,Ixodes persulcatus,1
Wulosvivirus asiocola,activated sludge metagenome,1
Wunsystermes virus,Occasitermes,1
Wutai mosquito phasivirus,Aedes aegypti,1
Wutai mosquito phasivirus,Culex,15
Wutai mosquito phasivirus,Culex quinquefasciatus,10
Wuxiang virus,Diptera,196
Wyahnevirus asiohabitans,activated sludge metagenome,1
Wyeomyia orthobunyavirus,Culicinae,1
Wyeomyia orthobunyavirus,Homo sapiens,3
Wyeomyia orthobunyavirus,Limatus flavisetosus,3
Wyeomyia orthobunyavirus,Psorophora ferox,3
Wyeomyia orthobunyavirus,Wyeomyia,3
Wyeomyia orthobunyavirus,Wyeomyia melanocephala,6
Xanthi partiti-like virus,Coquillettidia richiardii,2
Xanthi rhabdovirus,Anopheles sacharovi,1
Xanthi totivirusvirus,Uranotaenia unguiculata,1
Xanthi tymo-likevirus,Uranotaenia unguiculata,1
Xanthomonas citri phage CP2,Xanthomonas citri,2
Xanthomonas phage Alcala,Xanthomonas albilineans,1
Xanthomonas phage BUDD,Xanthomonas sp.,1
Xanthomonas phage Bolivar,Xanthomonas albilineans,1
Xanthomonas phage Bosa,Xanthomonas,2
Xanthomonas phage BsXeu269p/3,Xanthomonas euvesicatoria,1
Xanthomonas phage Cf,Xanthomonas,1
Xanthomonas phage Cf16,Xanthomonas,1
Xanthomonas phage Cf1t,Xanthomonas citri,1
Xanthomonas phage Cf2,Xanthomonas citri subsp. citri Aw12879,1
Xanthomonas phage DES1,Xanthomonas sp.,1
Xanthomonas phage DMF5-T1,Xanthomonas sp.,1
Xanthomonas phage Elanor,Xanthomonas translucens pv. translucens DSM 18974,2
Xanthomonas phage F5,Xanthomonas perforans,1
Xanthomonas phage FMYAK-P1,Xanthomonas sp.,1
Xanthomonas phage FoX1,Xanthomonas campestris,2
Xanthomonas phage FoX2,Xanthomonas campestris,2
Xanthomonas phage FoX3,Xanthomonas campestris,2
Xanthomonas phage FoX4,Xanthomonas campestris,2
Xanthomonas phage FoX5,Xanthomonas campestris,2
Xanthomonas phage FoX6,Xanthomonas campestris,1
Xanthomonas phage FoX7,Xanthomonas campestris,1
Xanthomonas phage Fontebon,Xanthomonas albilineans,1
Xanthomonas phage GF1,Xanthomonas perforans,1
Xanthomonas phage GF2,Xanthomonas perforans,1
Xanthomonas phage HXX_Dennis,Xanthomonas campestris,1
Xanthomonas phage JUN5,Xanthomonas,1
Xanthomonas phage KPhi1,Xanthomonas euvesicatoria,2
Xanthomonas phage Langgrundblatt1,Xanthomonas translucens pv. translucens DSM 18974,2
Xanthomonas phage Langgrundblatt2,Xanthomonas translucens pv. translucens DSM 18974,2
Xanthomonas phage Laurelin,Xanthomonas translucens pv. translucens DSM 18974,2
Xanthomonas phage Lf,Xanthomonas,3
Xanthomonas phage Lf,Xanthomonas campestris,1
Xanthomonas phage Lf,Xanthomonas campestris pv. campestris,1
Xanthomonas phage M29,Xanthomonas campestris pv. campestris,1
Xanthomonas phage MET13-T1,Xanthomonas sp.,1
Xanthomonas phage MET23-P3,Xanthomonas,1
Xanthomonas phage MUD8-T1,Xanthomonas sp.,1
Xanthomonas phage MYK3,Xanthomonas sp.,1
Xanthomonas phage Mallos,Xanthomonas translucens pv. translucens DSM 18974,2
Xanthomonas phage N1,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage N3,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage Olaya,Xanthomonas albilineans,1
Xanthomonas phage P4,Xanthomonas perforans,1
Xanthomonas phage PBR31,Xanthomonas campestris,1
Xanthomonas phage PPDBI,Xanthomonas campestris,1
Xanthomonas phage Pagan,Xanthomonas sp.,1
Xanthomonas phage Pfeifenkraut,Xanthomonas translucens pv. translucens DSM 18974,2
Xanthomonas phage R3-22-T1,Xanthomonas sp.,1
Xanthomonas phage S3,Xanthomonas perforans,1
Xanthomonas phage Samson,Xanthomonas sp.,1
Xanthomonas phage Seregon,Xanthomonas,2
Xanthomonas phage Sopo,Xanthomonas,1
Xanthomonas phage Soumapaz,Xanthomonas albilineans,1
Xanthomonas phage Suba,Xanthomonas,1
Xanthomonas phage Tabio,Xanthomonas,1
Xanthomonas phage Tenjo,Xanthomonas,1
Xanthomonas phage Usaquen,Xanthomonas albilineans,1
Xanthomonas phage X1,Xanthomonas oryzae,1
Xanthomonas phage X2,Xanthomonas oryzae,1
Xanthomonas phage X3,Xanthomonas oryzae,1
Xanthomonas phage X4,Xanthomonas oryzae,1
Xanthomonas phage X5,Xanthomonas oryzae,1
Xanthomonas phage XAJ2,Xanthomonas arboricola pv. juglandis,1
Xanthomonas phage XPP1,Xanthomonas oryzae pv. oryzae,2
Xanthomonas phage XPP2,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage XPP3,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage XPP4,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage XPP6,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage XPP8,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage XPP9,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage XPV1,Xanthomonas oryzae pv. oryzae,2
Xanthomonas phage XPV2,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage XPV3,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage XaF13,Xanthomonas vesicatoria,2
Xanthomonas phage Xaa_vB_phi31,Xanthomonas euvesicatoria,1
Xanthomonas phage XacN1,Xanthomonas citri,1
Xanthomonas phage XbC2,Xanthomonas vesicatoria,1
Xanthomonas phage Xo411,Xanthomonas oryzae,1
Xanthomonas phage Xoo-sp13,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage Xoo-sp14,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage Xoo-sp15,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage Xoo-sp2,Xanthomonas oryzae pv. oryzae,2
Xanthomonas phage Xp12,Xanthomonas oryzae,1
Xanthomonas phage f29-Xaj,Xanthomonas arboricola,1
Xanthomonas phage pXoo2106,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage pXoo2107,Xanthomonas oryzae pv. oryzae,1
Xanthomonas phage phiLF,Xanthomonas campestris pv. campestris,2
Xanthomonas phage phiLf2,Xanthomonas,1
Xanthomonas phage phiXo,Xanthomonas,1
Xanthomonas phage phiXv,Xanthomonas,1
Xanthomonas phage phiXv2,Xanthomonas campestris,1
Xanthomonas phage vB_Xar_IVIA-DoCa1,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa10,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa11,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa2,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa3,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa4,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa5,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa6,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa7,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa8,Xanthomonas arboricola,1
Xanthomonas phage vB_Xar_IVIA-DoCa9,Xanthomonas arboricola,1
Xanthomonas phage vB_XciM_LucasX,Xanthomonas citri,1
Xanthomonas virus CP1,Xanthomonas citri,2
Xanthomonas virus Carpasina,Xanthomonas campestris,2
Xanthomonas virus Cf1c,Xanthomonas campestris,1
Xanthomonas virus Cf1c,Xanthomonas citri,1
Xanthomonas virus DIBBI,Xanthomonas vesicatoria,2
Xanthomonas virus OP1,Xanthomonas,2
Xanthomonas virus OP1,Xanthomonas oryzae,2
Xanthomonas virus OP2,Xanthomonas,2
Xanthomonas virus PhiL7,Xanthomonas campestris pv. campestris,2
Xanthomonas virus RiverRider,Xanthomonas fragariae,2
Xanthomonas virus XAJ24,Xanthomonas arboricola pv. juglandis,2
Xanthomonas virus Xc10,Xanthomonas sp.,2
Xanthomonas virus XcP1,Xanthomonas campestris pv. campestris,2
Xanthomonas virus Xf109,Xanthomonas oryzae ATCC 35933,2
Xanthomonas virus Xf109,Xanthomonas oryzae pv. oryzicola,2
Xanthomonas virus Xop411,Xanthomonas oryzae,2
Xanthomonas virus Xp10,Xanthomonas,1
Xanthomonas virus Xp10,Xanthomonas campestris,1
Xanthomonas virus Xp10,Xanthomonas oryzae,1
Xanthomonas virus Xp15,Xanthomonas,1
Xanthomonas virus Xp15,Xanthomonas campestris pv. pelargonii,1
Xanthomonas virus f20,Xanthomonas arboricola,2
Xanthomonas virus f30,Xanthomonas,1
Xanthomonas virus f30,Xanthomonas arboricola,2
Xanthomonas virus phiXaf18,Xanthomonas vesicatoria,2
Xanthophyllomyces dendrorhous virus L1A,Phaffia rhodozyma,3
Xanthophyllomyces dendrorhous virus L1B,Phaffia rhodozyma,2
Xapuri mammarenavirus,Neacomys musseri,4
Xenohaliotis phage pCXc-HC2016,Candidatus Xenohaliotis californiensis,1
Xenohaliotis phage pCXc-HR2015,Candidatus Xenohaliotis californiensis,1
Xenopus laevis endogenous retrovirus Xen1,Xenopus laevis,2
Xenotilapia hepacivirus,Xenotilapia sp. 'spilopterus north' AB-2019,2
Xi'an Ifla-like virus,Sarcoptes scabiei,1
Xiamen fanray pesti-like virus,Platyrhina,1
Xiamen guitarfish hepacivirus,Rhinobatos hynnicephalus,1
Xiamen sepia Stingray hepacivirus,Urolophus aurantiacus,1
Xian Totiv tick virus 1,Amblyomma javanense,1
Xian Totiv tick virus 2,Haemaphysalis longicornis,1
Xian Totiv tick virus 3,Haemaphysalis longicornis,1
XiangYun bunya-arena-like virus 1,Culex pipiens,1
XiangYun bunya-arena-like virus 10,Anopheles sinensis,1
XiangYun bunya-arena-like virus 11,Culex pipiens,1
XiangYun bunya-arena-like virus 12,Culex pipiens,1
XiangYun bunya-arena-like virus 2,Culex pipiens,1
XiangYun bunya-arena-like virus 2,Culex theileri,1
XiangYun bunya-arena-like virus 3,Culex pipiens,1
XiangYun bunya-arena-like virus 4,Culex pipiens,1
XiangYun bunya-arena-like virus 5,Culex tritaeniorhynchus,3
XiangYun bunya-arena-like virus 6,Culex pipiens,1
XiangYun bunya-arena-like virus 7,Culex tritaeniorhynchus,1
XiangYun bunya-arena-like virus 8,Culex tritaeniorhynchus,1
XiangYun bunya-arena-like virus 9,Culex tritaeniorhynchus,1
XiangYun bunya-arena-like_virus 13,Culex pipiens,1
XiangYun bunya-arena-like_virus 14,Anopheles sinensis,1
XiangYun circovirus-like virus,Culex pipiens,1
XiangYun flavivirus,Culex theileri,1
XiangYun hepe-virga-like virus 1,Culex pipiens,1
XiangYun hepe-virga-like virus 2,Culex pipiens,1
XiangYun hepe-virga-like virus 3,Culex pipiens,1
XiangYun hepe-virga-like virus 4,Culex tritaeniorhynchus,1
XiangYun hepe-virga-like virus 5,Anopheles sinensis,1
XiangYun hepe-virga-like virus 6,Anopheles sinensis,1
XiangYun hepe-virga-like virus 7,Culex pipiens,1
XiangYun luteo-sobemo-like virus 1,Culex pipiens,3
XiangYun luteo-sobemo-like virus 2,Culex pipiens,1
XiangYun mono-chu-like virus 1,Culex theileri,1
XiangYun mono-chu-like virus 10,Culex tritaeniorhynchus,1
XiangYun mono-chu-like virus 11,Culex pipiens,1
XiangYun mono-chu-like virus 2,Culex pipiens,1
XiangYun mono-chu-like virus 3,Culex pipiens,1
XiangYun mono-chu-like virus 4,Culex theileri,1
XiangYun mono-chu-like virus 5,Culex tritaeniorhynchus,1
