Species,Collection_Date,Count
Ephemerovirus febris,2020.0,2
Eptesicus vesiculovirus,2020.0,10
Eptesicus fuscus rhabdovirus,2020.0,6
Pine Lake virus,2020.0,3
Colletotrichum fructicola ourmia-like virus 1,2020.0,1
Pseudomonas phage Churro,2020.0,85
Eptesicus fuscus gammaherpesvirus,2020.0,75
Eptesicus fuscus deltaretrovirus,2020.0,6
Eptesicus fuscus bocavirus,2020.0,4
Southern tomato virus,2020.0,48
Xipapillomavirus 1,2020.0,5
Macrobrachium satellite virus 1,2020.0,1
Xanthi chryso-like virus,2020.0,1
Pseudomonas phage Kopi,2020.0,55
Groundnut bud necrosis orthotospovirus,2020.0,4
Klebsiella phage 066059,2020.0,48
Equid alphaherpesvirus 8,2020.0,161
Salmonella phage GSP032,2020.0,90
Klebsiella phage 150004,2020.0,49
Sida leaf curl virus,2020.0,6
Gordonia phage Aflac,2020.0,92
Getah virus,2020.0,36
Soybean geminivirus A,2020.0,6
Salmonella phage F118P13,2020.0,68
Klebsiella phage 150007,2020.0,53
Karbo virus,2020.0,1
Klebsiella phage 150015,2020.0,50
Klebsiella phage 150016,2020.0,50
Klebsiella phage 150021,2020.0,53
Yam mild mosaic virus,2020.0,3
Xiangshan tymo-like virus,2020.0,1
Xiangshan tombus-like virus,2020.0,4
Xiangshan picorna-like virus 1,2020.0,1
Xiangshan picorna-like virus 2,2020.0,1
Xiangshan picorna-like virus 3,2020.0,1
Xiangshan picorna-like virus 4,2020.0,1
Xiangshan picorna-like virus 5,2020.0,1
Xiangshan picorna-like virus 6,2020.0,5
Klebsiella phage 066058,2020.0,50
Xiangshan picorna-like virus 7,2020.0,2
Xiangshan rhabdo-like virus 2,2020.0,5
Xiangshan rhabdo-like virus 3,2020.0,5
Xiangshan rhabdo-like virus 4,2020.0,5
Xiangshan rhabdo-like virus 5,2020.0,5
Xiangshan sinhali-like virus,2020.0,4
Xiangshan toli-like virus,2020.0,2
Xiangshan rhabdo-like virus 1,2020.0,5
Giant panda anellovirus,2020.0,63
Picris betanucleorhabdovirus 1,2020.0,12
Giant panda associated circular DNA virus,2020.0,2
Giant panda feces-associated gemycircularvirus,2020.0,2
Klebsiella phage 066045,2020.0,47
Sida leaf curl virus-associated DNA beta,2020.0,2
Acanthamoeba polyphaga mimivirus,2020.0,885
Arthrobacter phage Warda,2020.0,70
Piscine orthoreovirus,2020.0,38
Arthrobacter phage Zaheer,2020.0,67
Equid alphaherpesvirus 4,2020.0,1
Klebsiella phage 066041,2020.0,49
Klebsiella phage 066039,2020.0,81
Klebsiella phage 066038,2020.0,51
Gimo ifla-like virus,2020.0,1
Pigeon circovirus,2020.0,420
Piscine novirhabdovirus,2020.0,6
Klebsiella phage 066042,2020.0,50
Tomato ilarvirus 1,2020.0,5
Arthrobacter phage Zeina,2020.0,92
Klebsiella phage 066046,2020.0,49
Klebsiella phage 066056,2020.0,51
Picris cytorhabdovirus 1,2020.0,5
Pseudomonas phage PHB09,2020.0,185
Salmonella phage GSP003,2020.0,68
Pseudomonas phage PCS4,2020.0,45
Giant panda associated gemycircularvirus,2020.0,4
Gordonia phage APunk,2020.0,88
Giant panda associated genomovirus,2020.0,2
Pseudomonas phage PA8,2020.0,69
Pseudomonas phage PA4,2020.0,92
Giant panda circovirus 3,2020.0,2
Giant panda circovirus 5,2020.0,2
Giant panda circovirus 6,2020.0,2
Klebsiella phage 066053,2020.0,51
Giant panda associated partiti-like virus,2020.0,2
Snake River alfalfa virus,2020.0,4
Klebsiella phage VLCpiS11a,2020.0,57
Klebsiella phage VLCpiS13b,2020.0,79
Micropterus salmoides rhabdovirus,2020.0,1
Avihepevirus magniiecur,2020.0,3
Gordonia phage DoctorFroggo,2020.0,89
Acinetobacter phage Ab_SZ3,2020.0,56
Gordonia phage DumpTruck,2020.0,100
Jilin partiti-like virus 1,2020.0,1
Wolbachia phage WO of Ypthima sp.,2020.0,10
Wolbachia phage WO of Ypthima praenubila,2020.0,11
Wolbachia phage WO of Vanessa indica,2020.0,12
Wolbachia phage WO of Stichophthalma sp.,2020.0,8
Wolbachia phage WO of Pseudozizeeria maha,2020.0,26
Wolbachia phage WO of Parnassius stubbendorfii,2020.0,27
Wolbachia phage WO of Ochlodes thibetana,2020.0,8
Wolbachia phage WO of Notocrypta sp.,2020.0,12
Wolbachia phage WO of Mycalesis francisca,2020.0,10
Wolbachia phage WO of Leptosia nina,2020.0,15
Wolbachia phage WO of Junonia almana,2020.0,15
Avipoxvirus sp.,2020.0,8
Sclerotinia sclerotiorum mitovirus 36,2020.0,1
Pseudomonas phage zikora,2020.0,92
Erwinia phage pEa_SNUABM_12,2020.0,546
Rodent coronavirus,2020.0,8
Enterococcus phage EFC1,2020.0,87
Avihepatovirus A,2020.0,4
Gordonia phage EdmundFerry,2020.0,85
Wolbachia phage WO of Ariadne ariadne,2020.0,6
Wolbachia phage WO of Colias croceus,2020.0,19
Wolbachia phage WO of Delias agostina,2020.0,13
Wolbachia phage WO of Eurema blanda,2020.0,28
Wolbachia phage WO of Eurema hecabe,2020.0,14
Wolbachia phage WO of Isoteinon sp.,2020.0,10
Tomato leaf curl New Delhi alphasatellite,2020.0,1
Erwinia phage pEa_SNUABM_13,2020.0,343
Gammacoronavirus sp.,2020.0,41
Tomato brown rugose fruit virus,2020.0,200
Klebsiella phage vB_KpnS-VAC9,2020.0,108
Gardnerella phage vB_Gva_AB1,2020.0,62
Avian metaavulavirus 6,2020.0,1
Avian metaavulavirus 7,2020.0,2
Tomato bushy stunt virus,2020.0,5
Alpharicinrhavirus wuhan,2020.0,16
Spiraea yellow leafspot virus,2020.0,3
Erwinia phage pEa_SNUABM_1,2020.0,337
Avian metapneumovirus,2020.0,41
Gordonia phage DalanDe,2020.0,109
Gordonia phage DekHockey33,2020.0,101
Sapelovirus A,2020.0,5
Gordonia phage Delrey21,2020.0,89
Avian nephritis virus,2020.0,28
Erwinia phage pEa_SNUABM_10,2020.0,270
Porcupine astrovirus,2020.0,3
Klebsiella phage vB_KpnS_MK54,2020.0,80
Avian paraavulavirus 4,2020.0,17
Gammapapillomavirus 1,2020.0,1
Phlebovirus sp.,2020.0,1
Klebsiella phage vB_kpnS-VAC2,2020.0,92
Jingmenvirus sp.,2020.0,42
Avian orthoreovirus,2020.0,134
Yellow fever virus,2020.0,22
Klebsiella phage vB_kpnS-VAC10,2020.0,85
Mycobacterium phage Sham4,2020.0,96
Erwinia phage pEa_SNUABM_11,2020.0,286
Avian orthoavulavirus 13,2020.0,6
Plant associated potexvirus 1,2020.0,5
Mimivirus sp.,2020.0,16
Avian orthoavulavirus 1,2020.0,422
Hepandensovirus sp.,2020.0,2
Withania leaf curl virus,2020.0,6
Solemoviridae sp.,2020.0,11
Yellow head virus,2020.0,4
Plant associated sequivirus 1,2020.0,2
Hepatitis delta virus,2020.0,10
Gordonia phage GiKK,2020.0,75
Erwinia phage pEa_SNUABM_22,2020.0,342
Gordonia phage Gizermo,2020.0,75
Plant associated sequivirus 2,2020.0,3
Sclerotinia sclerotiorum narnavirus 5,2020.0,2
Erwinia phage pEa_SNUABM_23,2020.0,336
Erwinia phage pEa_SNUABM_25,2020.0,340
Prune dwarf virus,2020.0,11
Gordonia phage Hans,2020.0,88
Sodak rhabdovirus 1,2020.0,5
Ji'an nairovirus,2020.0,3
Miroungine gammaherpesvirus 3,2020.0,1
Plant associated sequivirus 3,2020.0,1
Erwinia phage pEa_SNUABM_27,2020.0,77
Plant associated soymovirus 1,2020.0,11
Yersinia phage vB_YenM_210.17,2020.0,76
Yersinia phage vB_YenM_21.09,2020.0,75
Yersinia phage vB_YenM_201.16,2020.0,52
Enterobacter phage KKP_3262,2020.0,146
Enterobacter phage KKP_3263,2020.0,50
Yersinia phage vB_YenM_06.16-2,2020.0,44
Tomato leaf curl New Delhi virus,2020.0,289
Yersinia phage vB_YenM_06.16-1,2020.0,73
Enterobacter phage Phc,2020.0,78
Tomato leaf curl Oman virus,2020.0,1
Gordonia phage Jalebi,2020.0,97
Gordonia phage Jalammah,2020.0,82
Citrus leprosis virus C,2020.0,24
Erwinia phage pEa_SNUABM_28,2020.0,346
Mischivirus D,2020.0,11
Erwinia phage pEa_SNUABM_21,2020.0,342
Erwinia phage pEa_SNUABM_20,2020.0,337
Phage vB_EcoM-p111,2020.0,75
Gallid alphaherpesvirus 2,2020.0,45
Erwinia phage pEa_SNUABM_17,2020.0,330
Erwinia phage pEa_SNUABM_16,2020.0,344
Hepatitis B virus,2020.0,370
Galliform aveparvovirus 1,2020.0,25
Phasianus chaphamaparvovirus,2020.0,5
Bacillus phage Arbo1,2020.0,25
Gordonia phage Figliar,2020.0,90
Wisteria badnavirus 1,2020.0,1
Phasmaviridae sp.,2020.0,2
Jilin luteo-like virus 2,2020.0,1
Gordonia phage Evaa,2020.0,84
Gordonia phage Eudoria,2020.0,79
Minacovirus mink/NLD/2020/NT_4,2020.0,10
Erwinia phage pEa_SNUABM_14,2020.0,343
Klebsiella phage vB_KpnS-VAC8,2020.0,82
Bacillus phage BC-1,2020.0,76
Acinetobacter phage AbpL,2020.0,53
Erwinia phage pEa_SNUABM_2,2020.0,336
Escherichia phage phiWec189,2020.0,206
Erwinia phage pEa_SNUABM_19,2020.0,550
Rodent chaphamaparvovirus 1,2020.0,2
Solanum nigrum ilarvirus 1,2020.0,5
Gordonia phage Floral,2020.0,80
Phaseolus vulgaris alphaendornavirus 3,2020.0,1
Gallid alphaherpesvirus 1,2020.0,172
Erwinia phage pEa_SNUABM_18,2020.0,341
Bacillus phage Darren,2020.0,294
Phaseolus vulgaris alphaendornavirus 2,2020.0,2
Gordonia phage Fitzgerald,2020.0,83
Wild tomato mosaic virus,2020.0,1
Mink bocavirus,2020.0,4
Gordonia phage Float294,2020.0,92
Escherichia phage phiWec188,2020.0,288
Tomato leaf curl Kerala virus,2020.0,6
Avian metaavulavirus 2,2020.0,4
Klebsiella phage vB_Kpn-VAC110,2020.0,72
Plant associated botourmia-like virus 2,2020.0,1
Plant associated caulimovirus 1,2020.0,11
Klebsiella phage vB_Kpn-VAC111,2020.0,129
Klebsiella phage vB_Kpn-VAC112,2020.0,85
Klebsiella phage vB_Kpn-VAC113,2020.0,86
Klebsiella phage vB_Kpn-VAC25,2020.0,66
Gemycircularvirus derva1,2020.0,4
Klebsiella phage vB_Kpn-VAC35,2020.0,184
Klebsiella phage vB_Kpn-VAC36,2020.0,304
Australian smelt picornavirus,2020.0,1
Erwinia phage Fifi451,2020.0,77
Soybean yellow mottle mosaic virus,2020.0,40
Arthrobacter phage BaileyBlu,2020.0,61
Klebsiella phage vB_Kpn-VAC51,2020.0,182
Avastrovirus 3,2020.0,7
Prunus necrotic ringspot virus,2020.0,33
Garlic virus J,2020.0,6
Avesta bunya-like virus,2020.0,1
Microviridae sp. ctJby12,2020.0,7
Mycobacterium phage ScoobyDoobyDoo,2020.0,224
Klebsiella phage vB_KpnP-VAC1,2020.0,57
Salmonella phage CKT1,2020.0,64
Klebsiella phage vB_Kp3,2020.0,59
Garlic yellow stripe associated virus,2020.0,5
Klebsiella phage vB_Kpn-VAC71,2020.0,56
Spangled perch bastrovirus,2020.0,1
Avastrovirus sp.,2020.0,7
Klebsiella phage vB_Kpn-VAC70,2020.0,86
Microviridae sp. ctQkk2,2020.0,13
Klebsiella phage vB_Kpn-VAC66,2020.0,289
Sparrow coronavirus HKU17,2020.0,1
Rodent hepacvirus,2020.0,1
Physostegia chlorotic mottle alphanucleorhabdovirus,2020.0,41
Atractylodes mild mottle virus,2020.0,6
Gordonia phage BobBob,2020.0,87
Klebsiella phage VLCpiS8c,2020.0,62
Klebsiella phage VLCpiS8a,2020.0,61
Aspo dicistro-like virus,2020.0,1
Klebsiella phage VLCpiS6a,2020.0,67
Klebsiella phage VLCpiS13f,2020.0,81
Porcupine astrovirus 3,2020.0,1
Middle East respiratory syndrome-related coronavirus,2020.0,52
Klebsiella phage VLCpiS13e,2020.0,78
Aspergillus niger partitivirus 1,2020.0,2
Escherichia phage phiWec187,2020.0,237
Aspergillus lentulus jivivirus 1,2020.0,3
Klebsiella phage VLCpiS13d,2020.0,80
Klebsiella phage VLCpiS13c,2020.0,80
Gemykolovirus derva1,2020.0,4
Klebsiella phage vB_KpnP_Klyazma,2020.0,82
Astroviridae sp.,2020.0,29
Arthrobacter phage Casserole,2020.0,56
Erwinia phage Fifi44,2020.0,78
Soybean yellow dwarf-associated geminivirus,2020.0,6
Eriophyid mite-associated virus,2020.0,1
Soybean yellow common mosaic virus,2020.0,1
Plant associated alphaendornavirus 1,2020.0,1
Microviridae sp. ctRE65,2020.0,6
Gordonia phage Bonum,2020.0,88
Klebsiella phage vB_1086,2020.0,76
Jujube associated badnavirus,2020.0,3
Erinaceus hedgehog coronavirus HKU31,2020.0,8
Sonnboviken virus,2020.0,1
Astrovirus MLB1,2020.0,6
Porcupine astrovirus 2,2020.0,1
Jujube mosaic-associated virus,2020.0,9
Porcupine astrovirus 1,2020.0,2
Klebsiella phage VLCpiS13a,2020.0,78
Tomato leaf curl Karnataka virus,2020.0,6
Avian associated bastrovirus 1,2020.0,1
Avian associated picorna-like virus 8,2020.0,1
Avian associated picorna-like virus 9,2020.0,1
Klebsiella phage vB_KpnS-MUC-5.2,2020.0,87
Avian associated reo-like virus 1,2020.0,1
Klebsiella phage vB_KpnS-VAC11,2020.0,81
Avian associated reo-like virus 2,2020.0,1
Avian associated reo-like virus 3,2020.0,1
Wuhan Mosquito Virus 6,2020.0,1
Erwinia phage Pecta,2020.0,87
Avian associated reo-like virus 4,2020.0,1
Avian associated reo-like virus 5,2020.0,1
Avian associated reo-like virus 6,2020.0,1
Gordonia phage ChadMasterC,2020.0,84
Avian astrovirus 2,2020.0,1
Klebsiella phage vB_KpnS-VAC4,2020.0,72
Garlic virus B,2020.0,3
Clover yellow vein virus,2020.0,1
Spinach latent virus,2020.0,7
Avian metaavulavirus 14,2020.0,6
Phoma matteucciicola RNA virus 2,2020.0,2
Avian leukosis virus,2020.0,101
Erwinia phage Zoomie,2020.0,54
Hepacivirus N,2020.0,3
Avian associated picorna-like virus 7,2020.0,1
Rodent dicistro-like virus,2020.0,2
Milk vetch dwarf alphasatellite 3,2020.0,2
Avian coronavirus,2020.0,540
Klebsiella phage vB_KpnS-VAC7,2020.0,84
Klebsiella phage vB_KpnS-VAC6,2020.0,86
Phomopsis vexans victorivirus 1,2020.0,2
Klebsiella phage vB_KpnS-VAC5,2020.0,82
Erwinia phage Snitter,2020.0,80
Avian associated picorna-like virus 6,2020.0,1
Avian associated picorna-like virus 5,2020.0,1
Microviridae sp.,2020.0,579
Arthrobacter phage Amyev,2020.0,68
Jordan Creek virus,2020.0,1
Avian associated hepe-like virus 6,2020.0,1
Avian associated hepe-like virus 5,2020.0,1
Avian associated hepe-like virus 4,2020.0,1
Avian associated hepe-like virus 3,2020.0,1
Avian associated orbivirus 1,2020.0,1
Avian associated hepe-like virus 2,2020.0,1
Arthrobacter phage Asa16,2020.0,69
Avian associated calicivirus 4,2020.0,1
Avian associated calicivirus 3,2020.0,1
Avian associated calicivirus 2,2020.0,1
Avian associated calicivirus 1,2020.0,2
Avian associated bastrovirus 2,2020.0,2
Avian associated hepe-like virus 1,2020.0,1
Aviadenovirus sp.,2020.0,2
Avian associated picorna-like virus 1,2020.0,1
Avian associated picorna-like virus 11,2020.0,1
Avian associated picorna-like virus 4,2020.0,1
Klebsiella phage vB_KpnS-MUC-5,2020.0,64
Avian associated picorna-like virus 3,2020.0,1
Human adenovirus sp.,2020.0,4
Arracacha latent virus E associated RNA,2020.0,5
Artemisia fimovirus 1,2020.0,5
Avian associated picorna-like virus 10,2020.0,1
Plant associated deltapartitivirus 6,2020.0,2
Avian associated picorna-like virus 2,2020.0,1
Gordonia phage Cafasso,2020.0,168
Plant associated deltapartitivirus 4,2020.0,2
Plant associated deltapartitivirus 3,2020.0,2
Mycobacterium phage Sejanus,2020.0,98
Plant associated deltapartitivirus 2,2020.0,2
Plant associated deltapartitivirus 5,2020.0,2
Watermelon crinkle leaf-associated virus 1,2020.0,11
Acute bee paralysis virus,2020.0,14
Strawberry chlorotic fleck-associated virus,2020.0,10
Alfalfa leaf curl virus,2020.0,63
Mycobacterium phage LestyG,2020.0,101
Canine circovirus,2020.0,28
Red-billed gull papillomavirus,2020.0,1
Erysiphe necator associated ssRNA virus 9,2020.0,1
Pangolin pestivirus 1,2020.0,1
Sweet potato virus 2,2020.0,1
Cucumber Bulgarian latent virus,2020.0,5
Measles morbillivirus,2020.0,262
Canine mastadenovirus A,2020.0,11
Cordyline virus 1,2020.0,20
Aichivirus C,2020.0,10
Canine morbillivirus,2020.0,97
Grapevine rupestris stem pitting-associated virus,2020.0,17
Cucumber green mottle mosaic virus,2020.0,33
Ailurivirus A,2020.0,2
Canine papillomavirus,2020.0,2
Loquat associated totivirus 1,2020.0,2
Sweet potato symptomless virus 1,2020.0,1
Ailurivirus C,2020.0,1
Umatilla virus,2020.0,8
Grapevine rupestris vein feathering virus,2020.0,5
Canine pneumovirus,2020.0,20
Mayfield virus 1,2020.0,2
Canine protoparvovirus,2020.0,11
Primate erythroparvovirus 2,2020.0,2
Ailurivirus D,2020.0,3
Pangolin coronavirus GZ5-2,2020.0,6
Ailuropoda melanoleuca papillomavirus 5,2020.0,7
Rhodobacter phage RcKai,2020.0,68
Exitianus capicola iflavirus 2,2020.0,1
Medicago sativa alphapartitivirus 1,2020.0,22
Red panda picorna-like virus,2020.0,6
Escherichia phage VogelGryff,2020.0,88
Caloscypha fulgens partitivirus 7,2020.0,1
Caloscypha fulgens partitivirus 8,2020.0,1
Caloscypha fulgens partitivirus 9,2020.0,1
Calystegia geminivirus 1,2020.0,1
Torque teno virus,2020.0,9
Agua Salud negevirus,2020.0,1
Medicago sativa deltapartitivirus 1,2020.0,5
Podoviridae sp. ctcKt3,2020.0,25
Sweet potato virus E,2020.0,4
Testudinid alphaherpesvirus 1,2020.0,8
Serratia phage vB_SmaS-Kaonashi,2020.0,49
Red panda feces-associated circular DNA virus 23,2020.0,2
Rhodobacter phage RcWhiteOak,2020.0,101
Medicago sativa amalgavirus 1,2020.0,8
Sweet potato virus C,2020.0,4
Red panda feces-associated circular DNA virus 7,2020.0,2
Medicago sativa alphapartitivirus 2,2020.0,6
Mycobacterium phage Leozinho,2020.0,99
Canine astrovirus,2020.0,4
Cucumber mosaic virus,2020.0,138
Red panda feces-associated genomovirus,2020.0,12
Escherichia phage WildeMaa,2020.0,97
Torque teno virus AZ7_4,2020.0,3
Hibiscus chlorotic ringspot virus,2020.0,7
Red panda feces-associated gemycircularvirus,2020.0,12
Torque teno virus AZ1_2,2020.0,4
Teschovirus A,2020.0,7
Escherichia phage ZH5,2020.0,50
Camelpox virus,2020.0,1142
Aichivirus A,2020.0,11
Escherichia phage ZL19,2020.0,78
Torque teno virus AZ6_5,2020.0,3
Pangolin coronavirus,2020.0,2
Primate erythroparvovirus 1,2020.0,7
Croton yellow vein mosaic virus,2020.0,1
Sweet potato leaf curl virus,2020.0,37
Marmot enterovirus,2020.0,1
Narcissus latent virus,2020.0,1
Mycobacterium phage MaCh,2020.0,99
Sugarcane mild mosaic virus,2020.0,21
Carnation ringspot virus,2020.0,5
Rhizopus oryzae narnavirus 1,2020.0,1
Rhizopus microsporus mitovirus 1,2020.0,1
Verdadero virus,2020.0,2
Carnivore amdoparvovirus 3,2020.0,2
Rhizopus microsporus endornavirus 2,2020.0,1
Rhizopus microsporus endornavirus 1,2020.0,1
Mycobacterium phage MadMen,2020.0,109
Sala virus,2020.0,1
Venezuelan equine encephalitis virus,2020.0,1
Carnivore amdoparvovirus 5,2020.0,20
Erysiphe necator ourmia-like virus 82,2020.0,1
Sugarcane mosaic virus,2020.0,22
Coypu astrovirus 2,2020.0,4
Coypu hunnivirus,2020.0,1
Carnivore bocaparvovirus 4,2020.0,10
Coypu kobuvirus,2020.0,3
Coypu sapelovirus 1,2020.0,3
Rhodobacter phage RcAquaphina,2020.0,102
Coypu sapelovirus 2,2020.0,1
Carnivore bocaparvovirus 3,2020.0,4
Rhizomys pruinosus hepacivirus,2020.0,12
Marma virus,2020.0,4
Mycobacterium phage PenguinLover67,2020.0,97
Carnivore bocaparvovirus 2,2020.0,12
Tembusu virus,2020.0,21
Coypu sapelovirus 3,2020.0,1
Caloscypha fulgens partitivirus 6,2020.0,1
Marmot kobuvirus,2020.0,2
Human mastadenovirus B,2020.0,585
Mycobacterium phage Phloss,2020.0,70
Malby virus,2020.0,1
Ailurus fulgens astrovirus 2,2020.0,3
Caprine arthritis encephalitis virus,2020.0,50
Vespa velutina associated acypi-like virus,2020.0,4
Coronavirus BtRt-BetaCoV/GX2018,2020.0,5
Lonchura striata deltavirus,2020.0,1
Caprine astrovirus,2020.0,35
Faba bean necrotic yellows virus,2020.0,3
Mallotus japonicus virus A,2020.0,7
Vesicular stomatitis virus,2020.0,100
Mallotus japonicus virus B,2020.0,2
Podoviridae sp. ctUSJ1,2020.0,56
Cronobacter phage EspYZU15,2020.0,234
Pandanus badnavirus,2020.0,3
Cronobacter phage EspYZU14,2020.0,239
Caprine kobuvirus,2020.0,13
Cressdnaviricota sp.,2020.0,30
Tequatrovirus ecombl75,2020.0,265
Narcissus degeneration virus,2020.0,1
Cardamom mosaic virus,2020.0,1
Marmot picobirnavirus,2020.0,6
Redspotted grouper nervous necrosis virus,2020.0,4
Cardiovirus B,2020.0,1
Crimean-Congo hemorrhagic fever orthonairovirus,2020.0,10
Little cherry virus 2,2020.0,14
Ungulate bocaparvovirus 1,2020.0,8
Capsicum chlorosis orthotospovirus,2020.0,9
Marnaviridae sp.,2020.0,2
Sweet potato pakakuy virus,2020.0,1
Mycobacterium phage Luke,2020.0,83
Capsicum frutescens endornavirus 1,2020.0,4
Coypu astrovirus 1,2020.0,5
Caloscypha fulgens partitivirus 5,2020.0,1
Caloscypha fulgens partitivirus 3,2020.0,1
Siadenovirus sp.,2020.0,25
Brown dog tick phlebovirus 2,2020.0,4
Ageratum enation virus,2020.0,2
Mycobacterium phage Quallification,2020.0,144
Thevetia ringspot virus,2020.0,2
Bufonid herpesvirus 1,2020.0,1
Serratia phage vB_SmaM-ChuuTotoro,2020.0,277
Microbacterium phage Anseraureola,2020.0,25
Mystacina tuberculata alphacoronavirus,2020.0,1
Papaya leaf curl virus,2020.0,2
Bunyamwera orthobunyavirus,2020.0,12
Mycobacterium phage JalFarm20,2020.0,112
Myxoma virus,2020.0,18
Bunyavirales sp.,2020.0,3
Papaya ringspot virus,2020.0,9
Grapevine leafroll-associated virus 7,2020.0,8
Serratia phage vB_SmaM-Kamaji,2020.0,152
Rotavirus C,2020.0,2
Rhizoctonia solani hypovirus 4,2020.0,1
Ageratum leaf curl betasatellite,2020.0,1
Microbacterium phage Abigail,2020.0,68
Theretra japonica nucleopolyhedrovirus,2020.0,3
Papaya leaf curl betasatellite,2020.0,1
Microbacterium phage A3Wally,2020.0,351
Burkholderia phage Musica,2020.0,60
Chilli leaf curl India virus,2020.0,1
Papaya leaf curl Maharashtra betasatellite,2020.0,1
Culex narnavirus 1,2020.0,1
Papaya leaf curl Guandong virus,2020.0,6
Mycobacterium phage Jemmno,2020.0,230
Burkholderia phage FLC5,2020.0,90
Brown dog tick phlebovirus 1,2020.0,12
Serratia phage vB_SmaM-ChibiTotoro,2020.0,63
Syncephalastrum racemosum totivirus 1,2020.0,2
Streptomyces phage TunaTartare,2020.0,234
Tahe rhabdovirus 1,2020.0,5
Streptomyces phage Unstoppable,2020.0,73
Allium cepa amalgavirus 2,2020.0,2
Siphoviridae sp. ct1NJ1,2020.0,60
Shallot latent virus,2020.0,2
Chilli veinal mottle virus,2020.0,5
Human gammaherpesvirus 4,2020.0,239
American bat vesiculovirus,2020.0,10
Mycobacterium phage Hilltopfarm,2020.0,132
Microbacterium phage BarBear,2020.0,25
Hoya tobamovirus 2,2020.0,2
Microbacterium phage BabyYoda,2020.0,67
Mycobacterium phage Hoot,2020.0,95
Curvibacter phage PCA1,2020.0,84
Broad bean wilt virus 1,2020.0,2
Curtobacterium phage Reje,2020.0,20
Chilli leaf curl virus,2020.0,91
Culex-associated Luteo-like virus,2020.0,5
Erysiphe necator associated ourmia-like virus 69,2020.0,1
jopcycgri virus 1,2020.0,5
Podoviridae sp. ctxOS2,2020.0,59
Brome mosaic virus,2020.0,12
Culex mosquito virus 6,2020.0,1
Grapevine leafroll-associated virus 3,2020.0,44
Broddbo narna-like virus,2020.0,1
Broad-leafed dock virus A,2020.0,1
Curtobacterium phage Parvaparticeps,2020.0,52
Broad bean wilt virus 2,2020.0,21
Curtobacterium phage Penoan,2020.0,24
Curtobacterium phage Pize,2020.0,22
Curly dock chlorotic mosaic virus,2020.0,2
Salmonella phage vB_SenS_S124,2020.0,151
Mycobacterium phage Jolene,2020.0,63
Papaya leaf curl China virus,2020.0,36
Red panda circovirus 2,2020.0,2
Red panda circovirus 3,2020.0,2
Melon aphid-borne yellows virus,2020.0,12
Ageratum yellow vein betasatellite,2020.0,1
Cucurbit chlorotic yellows virus,2020.0,144
Meihua Mountain virus,2020.0,5
Grapevine polerovirus 1,2020.0,1
Salmon isavirus,2020.0,58
Cache Valley orthobunyavirus,2020.0,4
Serratia phage vB_SmaM-Yubaba,2020.0,263
Chikungunya virus,2020.0,102
Cactus virus X,2020.0,3
Cucurbit aphid-borne yellows virus,2020.0,78
Cadicivirus B,2020.0,2
Red panda feces-associated circular DNA virus 10,2020.0,2
Grapevine red blotch virus,2020.0,1
Panine betaherpesvirus 2,2020.0,184
Caloscypha fulgens partitivirus 2,2020.0,1
Caloscypha fulgens partitivirus 1,2020.0,1
Caloscypha fulgens mycovirus A,2020.0,1
Caloscypha fulgens mycovirus 2,2020.0,1
Caloscypha fulgens mycovirus 1,2020.0,1
Caloscypha fulgens fusagravirus 1,2020.0,2
Red panda circovirus 1,2020.0,2
Mycobacterium phage LarryKay,2020.0,91
Nankokuvirus KPP10,2020.0,158
Tahyna orthobunyavirus,2020.0,3
Caliciviridae sp.,2020.0,7
Human mastadenovirus A,2020.0,238
Euphorbia leaf curl virus,2020.0,7
Red panda feces-associated circular DNA virus 12,2020.0,2
Callinectes sapidus nudivirus,2020.0,98
Caloscypha fulgens partitivirus 4,2020.0,1
Lucerne transient streak virus,2020.0,2
Mentha macluravirus 1,2020.0,1
Maize yellow mosaic virus,2020.0,18
Rhinovirus A,2020.0,241
Zucchini tigre mosaic virus,2020.0,8
Papaya leaf crumple virus,2020.0,6
Metapenaeus joyneri majanivirus,2020.0,124
Salmonella phage vB_SenS_S528,2020.0,68
Sweet potato virus G,2020.0,4
Culex flavivirus,2020.0,1
Alfalfa mosaic virus,2020.0,96
CRESS virus sp.,2020.0,7
Human immunodeficiency virus 1,2020.0,7107
Sacbrood virus,2020.0,2
Ageratum yellow vein China betasatellite,2020.0,2
Merida merhavirus,2020.0,5
Mycobacterium phage KashFlow,2020.0,233
Culex Iflavi-like virus 4,2020.0,1
Chili leaf curl betasatellite,2020.0,8
Merbecovirus sp.,2020.0,3
Cabavirus 5395,2020.0,1
Cucurbit yellow stunting disorder virus,2020.0,21
Red panda associated partiti-like virus,2020.0,1
Torque teno ursid virus 1,2020.0,3
Primate bocaparvovirus 1,2020.0,42
Cacao mild mosaic virus,2020.0,12
Ludwigia leaf distortion betasatellite,2020.0,1
Culex Bunyavirus 2,2020.0,1
Mercurialis orthotospovirus 1,2020.0,5
Mycobacterium phage Kenmech,2020.0,92
Mycobacterium phage Kashi_VT1,2020.0,101
Culex Iflavi-like virus 3,2020.0,1
Mycobacterium phage Kashi_RDG1,2020.0,95
Salmonella phage vB_SenS_S532,2020.0,66
Coypu aphthovirus,2020.0,1
Reoviridae sp.,2020.0,3
Owl adenovirus Aichi10341,2020.0,1
