Species,Host,Count
Salmonella phage pSal-SNUABM-02,Salmonella sp.,222
Salmonella phage pSal-SNUABM-04,Salmonella enterica,270
Salmonella phage ph2-2,Salmonella enterica,128
Salmonella phage phSE-5,Salmonella enterica subsp. enterica serovar Typhimurium,83
Salmonella phage phagemcphageface,Salmonella enterica,150
Salmonella phage phi68,Salmonella,1
Salmonella phage pink,Salmonella enterica,71
Salmonella phage polluks,Salmonella enterica,162
Salmonella phage pse-D34,Salmonella sp.,61
Salmonella phage renfri,Salmonella enterica,72
Salmonella phage rivia,Salmonella enterica,71
Salmonella phage rutana,Salmonella enterica,166
Salmonella phage selz,Salmonella,991
Salmonella phage seszw,Salmonella,4391
Salmonella phage seszw,Salmonella enterica subsp. enterica serovar Typhimurium,81
Salmonella phage sidste,Salmonella enterica,57
Salmonella phage skrot,Salmonella enterica,65
Salmonella phage smaug,Salmonella enterica,158
Salmonella phage templet,Salmonella enterica,59
Salmonella phage triss,Salmonella enterica,72
Salmonella phage vB STyj5-1,Salmonella enterica,150
Salmonella phage vB Seyj1-1,Salmonella enterica,129
Salmonella phage vB Seyj3-1,Salmonella enterica,25
Salmonella phage vB-SeS-01,Salmonella enterica subsp. enterica serovar Sendai,68
Salmonella phage vB_Hercules_SET,Salmonella enterica subsp. enterica serovar Typhimurium,205
Salmonella phage vB_SAg-RPN15,Salmonella enterica,47
Salmonella phage vB_SAg-RPN213,Salmonella enterica,131
Salmonella phage vB_STM-ZS,Salmonella enterica,59
Salmonella phage vB_STy-RN29,Salmonella enterica,162
Salmonella phage vB_STy-RN5i1,Salmonella enterica,47
Salmonella phage vB_SalM-LPSEYT,Salmonella enterica subsp. enterica serovar Enteritidis,73
Salmonella phage vB_SalM-LPST153,Salmonella enterica,48
Salmonella phage vB_SalM-LPST94,Salmonella enterica subsp. enterica serovar Typhimurium,197
Salmonella phage vB_SalM_ABTNLsp5,Salmonella enterica,279
Salmonella phage vB_SalM_PC127,Salmonella sp.,46
Salmonella phage vB_SalM_SA002,Salmonella enterica subsp. enterica serovar Heidelberg,335
Salmonella phage vB_SalM_SPJ41,Salmonella sp.,133
Salmonella phage vB_SalP_ABTNLsp11242,Salmonella enterica subsp. enterica serovar Typhimurium,67
Salmonella phage vB_SalP_LDW16,Salmonella sp.,60
Salmonella phage vB_SalP_PM12,Salmonella enterica subsp. enterica serovar Typhimurium,1
Salmonella phage vB_SalP_PM19,Salmonella enterica subsp. enterica serovar Typhimurium,1
Salmonella phage vB_SalP_PM26,Salmonella enterica subsp. enterica serovar Typhimurium,1
Salmonella phage vB_SalP_PM27,Salmonella enterica subsp. enterica serovar Typhimurium,1
Salmonella phage vB_SalP_PM43,Salmonella enterica,68
Salmonella phage vB_SalP_PM43,Salmonella enterica subsp. enterica serovar Typhimurium,1
Salmonella phage vB_SalP_TR2,Salmonella enterica subsp. enterica serovar Albany,190
Salmonella phage vB_SalS-LPSTLL,Salmonella enterica subsp. enterica serovar Typhimurium,80
Salmonella phage vB_SalS-S10,Salmonella sp.,62
Salmonella phage vB_SalS_ABTNLsp1,Salmonella enterica,148
Salmonella phage vB_SalS_ABTNLsp11241,Salmonella enterica subsp. enterica serovar Newlands,67
Salmonella phage vB_SalS_ABTNLsp4,Salmonella enterica,152
Salmonella phage vB_SalS_ABTNLsp9,Salmonella enterica,159
Salmonella phage vB_SalS_PC192,Salmonella sp.,46
Salmonella phage vB_SalS_PM8,Salmonella enterica subsp. enterica serovar Typhimurium,1
Salmonella phage vB_SalS_SA001,Salmonella enterica subsp. enterica serovar Thompson,165
Salmonella phage vB_SalS_TU03,Salmonella sp.,73
Salmonella phage vB_Sal_PHB48,Salmonella enterica,45
Salmonella phage vB_Se_STGO-35-1,Salmonella enterica subsp. enterica serovar Enteritidis,176
Salmonella phage vB_SemP_Emek,Salmonella,141
Salmonella phage vB_Sen-E22,Salmonella enterica subsp. enterica serovar Enteritidis,158
Salmonella phage vB_SenA_Guerrero,Salmonella enterica subsp. enterica serovar Typhimurium,210
Salmonella phage vB_SenAc_BPS3,Salmonella enterica subsp. enterica serovar Typhimurium,201
Salmonella phage vB_SenAc_BPS5,Salmonella enterica subsp. enterica serovar Enteritidis,202
Salmonella phage vB_SenAc_BPS6,Salmonella enterica subsp. enterica serovar Enteritidis,202
Salmonella phage vB_SenAc_BPS7,Salmonella enterica subsp. enterica serovar Enteritidis,203
Salmonella phage vB_SenAt-pSL2,Salmonella enterica,54
Salmonella phage vB_SenM-1,Salmonella enterica,87
Salmonella phage vB_SenM-2,Salmonella sp.,204
Salmonella phage vB_SenM_AR2819,Salmonella enterica,218
Salmonella phage vB_SenM_FrontPhageNews,Salmonella enterica subsp. enterica serovar Typhimurium,215
Salmonella phage vB_SenM_PA13076,Salmonella enterica subsp. enterica serovar Enteritidis,68
Salmonella phage vB_SenM_SB18,Salmonella enterica subsp. enterica serovar Infantis,118
Salmonella phage vB_SenM_SilasIsHot,Salmonella enterica subsp. enterica serovar Typhimurium,223
Salmonella phage vB_SenP_ER25,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS-3,Salmonella enterica,229
Salmonella phage vB_SenS-EnJE1,Salmonella enterica subsp. enterica serovar Enteritidis,54
Salmonella phage vB_SenS-EnJE6,Salmonella,67
Salmonella phage vB_SenS-Ent2,Salmonella enterica subsp. enterica serovar Enteritidis,116
Salmonella phage vB_SenS-Ent3,Salmonella enterica subsp. enterica serovar Enteritidis,124
Salmonella phage vB_SenS_BPS1,Salmonella enterica subsp. enterica serovar Typhimurium,144
Salmonella phage vB_SenS_BPS2,Salmonella enterica subsp. enterica serovar Typhimurium,144
Salmonella phage vB_SenS_BPS4,Salmonella enterica subsp. enterica serovar Typhimurium,144
Salmonella phage vB_SenS_ER1,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER10,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER11,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER12,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER13,Salmonella enterica subsp. enterica serovar Typhimurium,66
Salmonella phage vB_SenS_ER14,Salmonella enterica subsp. enterica serovar Typhimurium,66
Salmonella phage vB_SenS_ER15,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER16,Salmonella enterica subsp. enterica serovar Typhimurium,66
Salmonella phage vB_SenS_ER17,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER18,Salmonella enterica subsp. enterica serovar Typhimurium,66
Salmonella phage vB_SenS_ER19,Salmonella enterica subsp. enterica serovar Typhimurium,146
Salmonella phage vB_SenS_ER2,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER20,Salmonella enterica subsp. enterica serovar Typhimurium,66
Salmonella phage vB_SenS_ER21,Salmonella enterica subsp. enterica serovar Typhimurium,60
Salmonella phage vB_SenS_ER22,Salmonella enterica subsp. enterica serovar Typhimurium,61
Salmonella phage vB_SenS_ER23,Salmonella enterica subsp. enterica serovar Typhimurium,60
Salmonella phage vB_SenS_ER24,Salmonella enterica subsp. enterica serovar Typhimurium,148
Salmonella phage vB_SenS_ER3,Salmonella enterica subsp. enterica serovar Typhimurium,138
Salmonella phage vB_SenS_ER4,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER5,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER6,Salmonella enterica subsp. enterica serovar Typhimurium,142
Salmonella phage vB_SenS_ER7,Salmonella enterica subsp. enterica serovar Typhimurium,65
Salmonella phage vB_SenS_ER8,Salmonella enterica subsp. enterica serovar Typhimurium,68
Salmonella phage vB_SenS_ER9,Salmonella enterica subsp. enterica serovar Typhimurium,64
Salmonella phage vB_SenS_PHB06,Salmonella sp.,112
Salmonella phage vB_SenS_PS1,Salmonella sp.,67
Salmonella phage vB_SenS_PVP-SE2,Salmonella enterica subsp. enterica serovar Enteritidis,60
Salmonella phage vB_SenS_S124,Salmonella enterica subsp. enterica serovar Enteritidis,151
Salmonella phage vB_SenS_S528,Salmonella enterica subsp. enterica serovar Enteritidis,68
Salmonella phage vB_SenS_S532,Salmonella enterica subsp. enterica serovar Enteritidis,66
Salmonella phage vB_SenS_SB10,Salmonella enterica,202
Salmonella phage vB_SenS_SB15,Salmonella enterica subsp. enterica serovar Braenderup,73
Salmonella phage vB_SenS_SB28,Salmonella enterica,146
Salmonella phage vB_SenS_SB3,Salmonella enterica subsp. enterica serovar Enteritidis,63
Salmonella phage vB_SenS_SB6,Salmonella enterica subsp. enterica serovar Javiana,164
Salmonella phage vB_SenS_SB9,Salmonella enterica subsp. enterica serovar Saintpaul,160
Salmonella phage vB_SenS_SE1,Salmonella enterica subsp. enterica,63
Salmonella phage vB_SenS_SP8,Salmonella enterica subsp. enterica serovar Enteritidis,69
Salmonella phage vB_SenS_Sergei,Salmonella enterica subsp. enterica serovar Kentucky,91
Salmonella phage vB_SenS_TUMS_E15,Salmonella enterica,60
Salmonella phage vB_SenS_TUMS_E19,Salmonella enterica,62
Salmonella phage vB_SenS_TUMS_E4,Salmonella enterica,60
Salmonella phage vB_SenS_phi135,Salmonella enterica subsp. enterica serovar Enteritidis,59
Salmonella phage vB_SenTO17,Salmonella enterica subsp. enterica serovar Typhimurium,75
Salmonella phage vB_Sen_H9,Salmonella enterica,83
Salmonella phage vB_Sen_I1,Salmonella enterica,204
Salmonella phage vB_SentM_Phi_10,Salmonella enterica subsp. enterica serovar Typhimurium,206
Salmonella phage vB_SentM_sal1,Salmonella enterica subsp. enterica serovar Typhimurium,211
Salmonella phage vB_SentM_sal2,Salmonella enterica subsp. enterica serovar Typhimurium,74
Salmonella phage vB_SentM_sal3,Salmonella enterica subsp. enterica serovar Typhimurium,71
Salmonella phage vB_Si_35FD,Salmonella enterica subsp. enterica serovar Infantis,129
Salmonella phage vB_Si_DR094,Salmonella enterica subsp. enterica serovar Infantis,125
Salmonella phage vB_SnwM_CGG4-1,Salmonella enterica subsp. enterica serovar Newport,518
Salmonella phage vB_SosS_Oslo,Salmonella,159
Salmonella phage vB_SpuP_Spp11,Salmonella sp.,63
Salmonella phage vB_SpuS_NX263,Salmonella enterica subsp. enterica serovar Pullorum,84
Salmonella phage vB_SpuS_Sp4,Salmonella sp.,67
Salmonella phage vB_StyS-LmqsSP1,Salmonella enterica subsp. enterica serovar Typhimurium,160
Salmonella phage vB_StyS-sam,Salmonella enterica subsp. enterica serovar Typhimurium,67
Salmonella phage vaffelhjerte,Salmonella enterica,160
Salmonella phage wast,Salmonella enterica,60
Salmonella phage zoltan,Salmonella enterica,71
Salmonella virus 1-19,Salmonella enterica subsp. enterica,312
Salmonella virus 1-29,Salmonella enterica subsp. enterica,318
Salmonella virus 100268sal2,Salmonella enterica,376
Salmonella virus 118970sal1,Salmonella enterica,142
Salmonella virus 118970sal2,Salmonella enterica,336
Salmonella virus 123,Salmonella sp.,324
Salmonella virus 2-3,Salmonella enterica subsp. enterica,328
Salmonella virus 329,Salmonella enterica subsp. enterica serovar Enteritidis,316
Salmonella virus 35,Salmonella enterica subsp. enterica serovar Gallinarum,182
Salmonella virus 36,Salmonella enterica subsp. enterica serovar Typhimurium,182
Salmonella virus 37,Salmonella enterica subsp. enterica serovar Gallinarum,210
Salmonella virus 38,Salmonella enterica subsp. enterica serovar Typhi,530
Salmonella virus 3A8767,Salmonella enterica,97
Salmonella virus 9NA,Salmonella,1
Salmonella virus 9NA,Salmonella enterica,169
Salmonella virus AG11,Salmonella enterica subsp. enterica serovar Enteritidis,132
Salmonella virus BP12A,Salmonella enterica subsp. enterica serovar Hadar,94
Salmonella virus BP12B,Salmonella enterica subsp. enterica serovar Hadar,100
Salmonella virus BP12C,Salmonella enterica subsp. enterica serovar Hadar,152
Salmonella virus BP63,Salmonella enterica subsp. enterica serovar Infantis,152
Salmonella virus BPS15Q2,Salmonella enterica subsp. enterica serovar Heidelberg,260
Salmonella virus BPS17L1,Salmonella enterica subsp. enterica serovar Shubra,254
Salmonella virus BPS17W1,Salmonella enterica subsp. enterica serovar Shubra,258
Salmonella virus BSP101,Salmonella enterica,438
Salmonella virus BSP161,Salmonella enterica subsp. enterica serovar Typhimurium,98
Salmonella virus BSPM4,Salmonella enterica subsp. enterica serovar Typhimurium,156
Salmonella virus BTP1,Salmonella enterica,122
Salmonella virus Chi,Salmonella enterica,150
Salmonella virus Det7,Salmonella,7
Salmonella virus Det7,Salmonella enterica subsp. enterica serovar Typhimurium,420
Salmonella virus Det7,Salmonella sp.,1
Salmonella virus Ent1,Salmonella,2
Salmonella virus Ent1,Salmonella enterica subsp. enterica serovar Enteritidis,120
Salmonella virus Epsilon15,Salmonella,14
Salmonella virus Epsilon15,Salmonella enterica,102
Salmonella virus Epsilon15,Salmonella enterica subsp. enterica serovar Anatum,2
Salmonella virus FSL SP-058,Salmonella enterica,172
Salmonella virus FSL SP-076,Salmonella enterica,164
Salmonella virus FSLSP004,Salmonella enterica,80
Salmonella virus FSLSP030,Salmonella enterica,213
Salmonella virus FSLSP088,Salmonella enterica,211
Salmonella virus FelixO1,Salmonella,401
Salmonella virus FelixO1,Salmonella enterica,128
Salmonella virus Fels2,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,47
Salmonella virus GG32,Salmonella enterica subsp. enterica serovar Typhimurium,404
Salmonella virus IKe,Escherichia coli,21
Salmonella virus IKe,Salmonella,46
Salmonella virus Jersey,Salmonella,138
Salmonella virus Jersey,Salmonella enterica subsp. enterica serovar Enteritidis,58
Salmonella virus KFS-SE2,Salmonella enterica subsp. enterica serovar Enteritidis,170
Salmonella virus KFSSE1,Salmonella enterica subsp. enterica serovar Enteritidis,146
Salmonella virus L cI-40 13-am43,Salmonella enterica,71
Salmonella virus L cII-101,Salmonella enterica,70
Salmonella virus L13,Salmonella enterica subsp. enterica serovar Gallinarum,56
Salmonella virus L6jm,Salmonella enterica,356
Salmonella virus LSPA1,Salmonella enterica subsp. enterica serovar Paratyphi A,116
Salmonella virus LVR16A,Salmonella enterica subsp. enterica serovar Kentucky,328
Salmonella virus Lumpael,Salmonella enterica,116
Salmonella virus Marshall,Salmonella enterica subsp. enterica serovar Enteritidis,412
Salmonella virus Maynard,Salmonella enterica subsp. enterica serovar Typhimurium,402
Salmonella virus Melville,Salmonella enterica subsp. enterica serovar Newport,528
Salmonella virus Mushroom,Salmonella sp.,256
Salmonella virus Mutine,Salmonella enterica subsp. enterica serovar Typhimurium,436
Salmonella virus NR01,Salmonella enterica subsp. enterica serovar Typhimurium,296
Salmonella virus OSYSTA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,332
Salmonella virus P22,Salmonella,145
Salmonella virus P22,Salmonella enterica,72
Salmonella virus P22,Salmonella enterica subsp. enterica serovar Typhimurium,445
Salmonella virus P22,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,143
Salmonella virus P46FS4,Salmonella,424
Salmonella virus PAT1,Salmonella enterica subsp. enterica serovar Heidelberg,49
Salmonella virus PHB07,Salmonella sp.,174
Salmonella virus PM10,Salmonella enterica subsp. enterica serovar Typhimurium,420
Salmonella virus PVPSE1,Salmonella,10
Salmonella virus PVPSE1,Salmonella enterica subsp. enterica serovar Enteritidis,488
Salmonella virus PsP3,Salmonella,87
Salmonella virus RE2010,Salmonella enterica subsp. enterica serovar Enteritidis str. LK5,94
Salmonella virus S113,Salmonella enterica,336
Salmonella virus S114,Salmonella enterica subsp. enterica,326
Salmonella virus S116,Salmonella enterica,318
Salmonella virus S118,Salmonella enterica,406
Salmonella virus S124,Salmonella enterica,312
Salmonella virus S126,Salmonella enterica,306
Salmonella virus S131,Salmonella enterica,300
Salmonella virus S132,Salmonella enterica subsp. enterica,294
Salmonella virus S133,Salmonella enterica subsp. enterica,326
Salmonella virus S144,Salmonella enterica subsp. enterica serovar Infantis,78
Salmonella virus S147,Salmonella enterica,322
Salmonella virus S16,Salmonella,16
Salmonella virus S16,Salmonella enterica,536
Salmonella virus SB13,Salmonella enterica subsp. enterica serovar Typhimurium,414
Salmonella virus SE11,Salmonella sp.,284
Salmonella virus SE13,Salmonella,146
Salmonella virus SE14,Salmonella sp.,392
Salmonella virus SE1Kor,Salmonella enterica subsp. enterica serovar Enteritidis,186
Salmonella virus SE1Spa,Salmonella,71
Salmonella virus SE1Spa,Salmonella enterica,67
Salmonella virus SE1Spa,Salmonella sp.,69
Salmonella virus SE2,Salmonella enterica subsp. enterica serovar Enteritidis,122
Salmonella virus SE24,Salmonella enterica,1
Salmonella virus SE24,Salmonella sp.,294
Salmonella virus SEN1,Salmonella enterica,86
Salmonella virus SEN34,Salmonella enterica,133
Salmonella virus SEN4,Salmonella enterica,98
Salmonella virus SEN8,Salmonella enterica,104
Salmonella virus SETP13,Salmonella enterica subsp. enterica serovar Enteritidis,141
Salmonella virus SETP3,Salmonella,133
Salmonella virus SETP3,Salmonella enterica subsp. enterica serovar Enteritidis,138
Salmonella virus SFP10,Salmonella,404
Salmonella virus SG-JL2,Salmonella,3
Salmonella virus SG-JL2,Salmonella enterica,55
Salmonella virus SG-JL2,Salmonella enterica subsp. enterica serovar Gallinarum,55
Salmonella virus SG1,Salmonella enterica subsp. enterica serovar Gallinarum,538
Salmonella virus SH19,Salmonella,3
Salmonella virus SH19,Salmonella enterica subsp. enterica serovar Typhimurium,332
Salmonella virus SH9,Salmonella enterica subsp. enterica serovar Hadar,320
Salmonella virus SI7,Salmonella sp.,78
Salmonella virus SJ2,Salmonella,394
Salmonella virus SJ3,Salmonella,420
Salmonella virus SJ46,Salmonella enterica,244
Salmonella virus SKML39,Salmonella,421
Salmonella virus SNUABM-01,Salmonella enterica,552
Salmonella virus SP01,Salmonella enterica subsp. enterica serovar Enteritidis,312
Salmonella virus SP069,Salmonella enterica,180
Salmonella virus SP1,Salmonella enterica subsp. enterica serovar Pullorum,410
Salmonella virus SP101,Salmonella enterica,114
Salmonella virus SP116,Salmonella enterica,252
Salmonella virus SP126,Salmonella enterica,166
Salmonella virus SP3,Salmonella sp.,326
Salmonella virus SP31,Salmonella enterica,118
Salmonella virus SP6,Salmonella,104
Salmonella virus SP6,Salmonella enterica subsp. enterica serovar Typhimurium,55
Salmonella virus SPC35,Salmonella enterica subsp. enterica serovar Typhimurium,290
Salmonella virus SPN19,Salmonella sp.,144
Salmonella virus SPN1S,Salmonella,155
Salmonella virus SPN1S,Salmonella enterica,102
Salmonella virus SPN3US,Salmonella,528
Salmonella virus SPN3US,Salmonella enterica,267
Salmonella virus SS3e,Salmonella,3
Salmonella virus SS3e,Salmonella enterica subsp. enterica serovar Typhimurium,116
Salmonella virus SS9,Salmonella sp.,398
Salmonella virus SSE121,Salmonella,484
Salmonella virus ST101,Salmonella,150
Salmonella virus ST64T,Salmonella,65
Salmonella virus ST64T,Salmonella enterica subsp. enterica serovar Typhimurium,67
Salmonella virus STG2,Salmonella enterica subsp. enterica serovar Typhimurium,322
Salmonella virus STML131,Salmonella,409
Salmonella virus STML198,Salmonella,510
Salmonella virus STP4a,Salmonella enterica subsp. enterica serovar Typhimurium,518
Salmonella virus STSR3,Salmonella enterica subsp. enterica serovar Typhi,85
Salmonella virus STW77,Salmonella,420
Salmonella virus SW9,Salmonella sp.,90
Salmonella virus Sasha,Salmonella enterica subsp. enterica serovar Kentucky,162
Salmonella virus SeB,Salmonella enterica,210
Salmonella virus SeG,Salmonella enterica,209
Salmonella virus SeJ,Salmonella enterica,215
Salmonella virus SeSz1,Salmonella enterica,390
Salmonella virus Seafire,Salmonella enterica subsp. enterica serovar Enteritidis,344
Salmonella virus SenALZ1,Salmonella,288
Salmonella virus SenALZ1,Salmonella enterica,398
Salmonella virus SenASZ3,Salmonella enterica,408
Salmonella virus Sepoy,Salmonella enterica subsp. enterica serovar Heidelberg,368
Salmonella virus Shivani,Salmonella enterica subsp. enterica serovar Typhimurium,342
Salmonella virus Si3,Salmonella enterica subsp. enterica serovar Infantis,238
Salmonella virus Siskin,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,148
Salmonella virus Spp16,Salmonella enterica,106
Salmonella virus Stitch,Salmonella enterica subsp. enterica serovar Typhimurium,358
Salmonella virus Sw2,Salmonella enterica subsp. enterica serovar Kentucky,352
Salmonella virus Th1,Salmonella enterica subsp. enterica serovar Gallinarum,284
Salmonella virus UAB87,Salmonella enterica subsp. enterica,294
Salmonella virus UPFBP2,Salmonella enterica,140
Salmonella virus VSe101,Salmonella enterica subsp. enterica serovar Enteritidis,60
Salmonella virus VSe102,Salmonella enterica subsp. enterica serovar Enteritidis,129
Salmonella virus VSe103,Salmonella enterica subsp. enterica serovar Enteritidis,57
Salmonella virus VSe11,Salmonella enterica subsp. enterica serovar Enteritidis,129
Salmonella virus VSe12,Salmonella enterica subsp. enterica serovar Enteritidis,332
Salmonella virus VSiA,Salmonella enterica subsp. enterica serovar Infantis,73
Salmonella virus VSiP,Salmonella enterica subsp. enterica serovar Infantis,73
Salmonella virus VSt10,Salmonella enterica subsp. enterica serovar Typhimurium,59
Salmonella virus VSt472,Salmonella enterica subsp. enterica serovar Typhimurium,164
Salmonella virus Vi06,Salmonella,2
Salmonella virus Vi06,Salmonella enterica subsp. enterica serovar Typhi,94
Salmonella virus ViI,Salmonella enterica subsp. enterica serovar Typhi,419
Salmonella virus YSD1,Salmonella,142
Salmonella virus YSP2,Salmonella enterica subsp. enterica serovar Pullorum,174
Salmonella virus ZCSE2,Salmonella enterica,156
Salmonella virus aagejoakim,Salmonella enterica,412
Salmonella virus allotria,Salmonella enterica,404
Salmonella virus astrithr,Salmonella enterica,30
Salmonella virus atrejo,Salmonella enterica,334
Salmonella virus barely,Salmonella enterica,394
Salmonella virus bastian,Salmonella enterica,334
Salmonella virus bering,Salmonella enterica,404
Salmonella virus birk,Salmonella enterica,148
Salmonella virus bombadil,Salmonella enterica,322
Salmonella virus dinky,Salmonella enterica,408
Salmonella virus f18SE,Salmonella enterica,159
Salmonella virus f18SE,Salmonella enterica subsp. enterica serovar Enteritidis,175
Salmonella virus faergetype,Salmonella enterica,322
Salmonella virus fuchur,Salmonella enterica,330
Salmonella virus heyday,Salmonella enterica,374
Salmonella virus iEPS5,Salmonella enterica,146
Salmonella virus iEPS5,Salmonella enterica subsp. enterica serovar Typhimurium,3
Salmonella virus maane,Salmonella enterica,408
Salmonella virus moki,Salmonella enterica,420
Salmonella virus oldekolle,Salmonella enterica,314
Salmonella virus oselot,Salmonella enterica,342
Salmonella virus pertopsoe,Salmonella enterica,404
Salmonella virus phSE2,Salmonella enterica subsp. enterica serovar Typhimurium,166
Salmonella virus rabagast,Salmonella enterica,376
Salmonella virus rokbiter,Salmonella enterica,326
Salmonella virus slyngel,Salmonella enterica,160
Salmonella virus wksl3,Salmonella,128
Salmonella virus yarpen,Salmonella enterica,138
Salmonid herpesvirus 1,Oncorhynchus mykiss gairdneri,126
Salmonid herpesvirus 3,Salvelinus namaycush,2
Salmonid herpesvirus 4,Salmo salar,3
Salmonid herpesvirus 5,Salvelinus namaycush,3
Salmonid novirhabdovirus,Anguilliformes,2
Salmonid novirhabdovirus,Chondrichthyes,1
Salmonid novirhabdovirus,Esocidae,1
Salmonid novirhabdovirus,Esox lucius,6
Salmonid novirhabdovirus,Oncorhynchus gorbuscha,2
Salmonid novirhabdovirus,Oncorhynchus keta,15
Salmonid novirhabdovirus,Oncorhynchus masou,7
Salmonid novirhabdovirus,Oncorhynchus masou masou,7
Salmonid novirhabdovirus,Oncorhynchus mykiss,829
Salmonid novirhabdovirus,Oncorhynchus nerka,11
Salmonid novirhabdovirus,Oncorhynchus nerka adonis,1
Salmonid novirhabdovirus,Oncorhynchus tshawytscha,41
Salmonid novirhabdovirus,Plecoglossus altivelis,1
Salmonid novirhabdovirus,Salmo,15
Salmonid novirhabdovirus,Salmo marmoratus,1
Salmonid novirhabdovirus,Salmo salar,3
Salmonid novirhabdovirus,Salmo trutta,1
Salmonid novirhabdovirus,Salmonidae,1
Salmonid novirhabdovirus,Salmoninae,30
Salmonid novirhabdovirus,Salvelinus fontinalis,11
Salmonid novirhabdovirus,Thymallus thymallus,1
Salmonlouse caligrhavirus,Lepeophtheirus salmonis,10
Salt ash virus,Ochlerotatus vigilax,3
Salt wort potyvirus,Batis maritima,2
Salterprovirus His1,Haloarcula hispanica,70
Saltwater crocodilepox virus,Crocodylus porosus,3431
Salvia divinorum RNA virus 1,Salvia divinorum,8
Salvia hispanica RNA virus 1,Salvia hispanica,4
Salvia miltiorrhiza amalgavirus 1,Salvia miltiorrhiza,2
Salvia plebeia genomoviridae,Salvia plebeia,2
Salvia virus,Quercus prinoides,1
Salvia virus,Salvia azurea var. grandiflora,8
Sambar gammaherpesvirus,Rusa unicolor,1
Sambucus cytorhabdovirus,Sambucus nigra,18
Sambucus virus C,Sambucus,12
Sambucus virus D,Sambucus,12
Sambucus virus E,Sambucus,12
Sambucus virus S,Sambucus nigra,8
Samia cynthia nucleopolyhedrovirus,Samia cynthia,155
Samia cynthia nucleopolyhedrovirus,Samia ricini,5
Samia ricini nucleopolyhedrovirus,Samia ricini,459
Samuneavirus asiocola,activated sludge metagenome,3
San Angelo orthobunyavirus,Anopheles pseudopunctipennis,8
San Bernardo virus,Culicoidea,18
San Gabriel mononegavirus,Aedes albopictus,5
San Miguel sea lion virus 12,Zalophus californianus,2
San Miguel sea lion virus 8,Callorhinus ursinus,3
Sand lizard adenovirus 1,Lacerta agilis agilis,1
Sand whiting flavivirus FL21,Sillago ciliata,1
Sand whiting hepadnevirus FL20,Sillago ciliata,1
Sander lucioperca betanodavirus,Sander lucioperca,2
Sandewavirus dungfly,Scathophaga furcata,3
Sandfly Nepal virus,Sergentomyia,3
Sandfly fever Naples phlebovirus,Diptera,4
Sandfly fever Naples phlebovirus,Homo sapiens,4
Sandfly fever Naples phlebovirus,Phlebotomus,12
Sandfly fever Naples phlebovirus,Phlebotomus perniciosus,7
Sandfly phlebovirus,Phlebotomus perfiliewi,5
Sandjimba virus,Acrocephalus schoenobaenus,2
Sandjimba virus,Coquillettidia maculipennis,14
Sandy Bay Virus,Ixodes uriae,5
Sangassou orthohantavirus,Hylomyscus endorobae,3
Sangassou orthohantavirus,Hylomyscus simus,12
Sango orthobunyavirus,Bos taurus,10
Sanmenxia Mitov tick virus 1,Rhipicephalus microplus,2
Sanmenxia Parti tick virus 1,Haemaphysalis longicornis,1
Sano virus,Simulium aureohirtum,2
Santabarbara arurhavirus,Psychodidae,14
Santana virus,Culex,3
Santarem virus,Oryzomys sp.,3
Santee-Cooper ranavirus,Channa argus,3
Santee-Cooper ranavirus,Labroides dimidiatus,1
Santee-Cooper ranavirus,Micropterus dolomieu,8
Santee-Cooper ranavirus,Micropterus salmoides,277
Santee-Cooper ranavirus,Poecilia reticulata,2
Santee-Cooper ranavirus,Scortum barcoo,4
Santeuil nodavirus,Caenorhabditis briggsae,65
Santiago bunya-like virus,Calliphora augur,2
Santiago bunya-like virus,Spilopsyllus cuniculi,1
Sanxia Water Strider Virus 3,Gerridae,4
Sanxia Water Strider Virus 5,Gerridae,10
Sanxia atyid shrimp virus 1,Atyidae,10
Sanxia atyid shrimp virus 2,Atyidae,1
Sanxia atyid shrimp virus 2,Hexapoda,2
Sanxia atyid shrimp virus 3,Atyidae,4
Sanxia levi-like virus 1,Atyidae,3
Sanxia narna-like virus 1,Atyidae,4
Sanxia narna-like virus 2,Atyidae,1
Sanxia noda-like virus 1,Atyidae,1
Sanxia partiti-like virus 1,Gerridae,1
Sanxia partiti-like virus 2,Atyidae,1
Sanxia permutotetra-like virus 1,Coquillettidia richiardii,3
Sanxia permutotetra-like virus 1,Gerridae,6
